name,ID,treatment_1,treatment_2,treatment_3,control_1,control_2,control_3
bg_401,401,23296957.054749757,91779296.73804449,763212031.5327302,175655272.51371744,25136752.33390817,135431631.90061122
bg_402,402,69994746.79358882,349045907.76052225,149991082.8521395,537005475.0944763,215544958.87138894,246439939.4985298
bg_403,403,33603315.42730735,51545184.12278946,352945406.7605657,391959705.2836342,212587538.2441383,58158139.766059004
bg_404,404,640554335.4449474,169210338.4643543,328226725.0378289,408298980.09582657,72694791.7200165,11277981.566446936
bg_405,405,242704161.83899924,52847617.83922673,97534218.70293823,127782559.99510854,84425284.13869102,49784814.9363939
bg_406,406,48402767.27983182,528080808.7265001,367947229.6571823,15427590.453128174,273218053.1807139,34367942.26545961
bg_407,407,235483470.13027334,68093418.39339957,207783902.70665127,160389827.1164407,245103079.6042019,266995055.00946409
bg_408,408,140071156.1269209,246970821.16941944,15568292.291420225,143058207.9038119,1731736078.0545683,149618519.76614246
bg_409,409,58247966.37026024,237050279.60882688,36745209.5754204,11666524.165509038,180339304.24400878,21517646.01376557
bg_410,410,2582479949.509464,358486944.353103,8727327944.388868,173370146.48655814,32343164.626846574,601049176.9000313
bg_411,411,46569512.36091451,118849630.3644638,12289400.18305031,140655133.0204179,100292483.51096177,168287632.40777645
bg_412,412,1657038106.6659262,249878565.15879324,154231343.56090713,260314252.95890385,365889225.03748,4384559.809019275
bg_413,413,32494963.32281586,200200396.64894906,14678046.168237405,93219968.36480261,799194997.776459,104378150.84262516
bg_414,414,42975303.32507831,48975765.13189635,279412655.52080965,219775835.5343728,84768713.69614479,955406374.0372202
bg_415,415,90813937.11455674,51976380.129078165,142431087.5512568,159244570.16719082,571007873.2928399,10812062.361644544
bg_416,416,478978410.8479775,7321655214.59768,43309040.390014574,55662792.680807166,54213929.43023822,56164959.59047814
bg_417,417,3570678279.9223127,19800619.670066494,397597602.8997652,91975111.47864193,787932673.1961004,984768770.6190401
bg_418,418,141673759.2634211,43254720.33878116,335907797.13303494,100711055.81375238,9153316.398395238,300408877.94252825
bg_419,419,130538395.83171499,49255697.83480564,13457173.594482277,128969139.28314446,24499502.012223996,76150219.80071536
bg_420,420,110740803.32611112,38038282.44506696,207036635.0726543,422627701.4167018,122685489.06439817,82931291.91651197
bg_421,421,102207593.45545985,26818765.1239102,45188411.24067385,117601676.97178593,60379895.009300806,271733398.9328691
bg_422,422,11109613.169251455,45347116.49359445,176281571.88284117,3576446114.7554884,214146655.04206648,145241004.1059003
bg_423,423,2180398800.761993,1328721514.2820048,23148250.911260277,164090471.09617746,145945788.243934,140875455.7935913
bg_424,424,29661585.500197615,5771128.777516112,416533319.122643,29356752.933996048,1369937575.7734804,311156142.07989854
bg_425,425,129208227.68042186,107329707.3087601,13358617.49153679,633719329.1433101,35166484.947138585,205198821.74786356
bg_426,426,110872994.57057106,182496566.73433933,1368163146.6250532,55159612.085220106,317132282.8547357,488818834.9562968
bg_427,427,349547727.92758447,490946769.3487512,565595236.2839214,232046169.79700664,86544661.85849813,538123150.0018773
bg_428,428,179034749.7830009,335958537.05024856,395667917.9150227,40223772.41566632,87472307.58789647,96830158.89935163
bg_429,429,258343211.383264,76191787.82695845,306155180.0916261,223385758.076343,60522379.289556414,43001288.44456563
bg_430,430,87610482.52516133,9634194.05866378,222628846.92652634,196219106.42937952,186264894.70696405,83573118.17467386
bg_431,431,4639099.366202433,97881419.01259404,330607955.6661074,948437320.9131652,130391028.60393174,305872715.81192964
bg_432,432,985488223.0410882,182496566.73433933,25401413.0229349,30144044.63197271,570291720.030025,2308217121.1318483
bg_433,433,133815540.4707492,368372321.53441864,41324611.68546403,517715836.55176353,63298957.04034987,14117916.284471173
bg_434,434,5366509957.759521,191140364.46369186,22301450.146192178,18908176.92931223,3182580136.504343,200171674.52896926
bg_435,435,432604903.22305536,291185083.5378594,10902760.404921334,686800767.3688588,7593361.168444562,217102303.9136845
bg_436,436,141582263.36424762,66356567.72997,148436580.97454765,159334490.131301,99520864.5940824,26373569.76273294
bg_437,437,134002996.36432767,6691454.740451029,50902009.23192577,451566141.51423645,99520864.5940824,67339752.7906451
bg_438,438,587803439.9496377,30088741.396402676,90530954.10692622,3431646486.4040117,106169464.92982636,63271582.709607795
bg_439,439,1877446.7820973578,188771752.15878218,3454348.056810705,563890028.6984755,56700312.605457895,125831935.79902439
bg_440,440,198447679.01069906,5903535.882123375,13986408.640515266,3431646484.2578797,32240609.779738013,4466543998.443313
bg_441,441,294969092.24954844,68652853.59455335,172440609.2943375,348570161.5755599,16644421.934599983,70208898.74300976
bg_442,442,277707729.64127713,25957088.374746803,26520167.57347231,32927856.34817311,57034813.57151267,146115718.70006615
bg_443,443,47253204.36172031,146511557.2791373,65394139.59106996,185874878.91610757,98645012.09676205,40287363.24874182
bg_444,444,370248235.634527,22205083.331077702,1024271681.3157921,419214786.59468114,1442092550.3343952,259328695.18725547
bg_445,445,70408893.18270008,30162591.559406493,144341969.12295973,53441596.30001524,1561854176.376533,262561185.37387902
bg_446,446,2186962400.04292,7321655215.669736,192654316.47684944,18344011.697282344,643970420.103687,83006919.73900801
bg_447,447,19536147.88586122,1251454556.9608464,340279302.54030764,125865257.61425492,299282915.7298484,278169656.79706585
bg_448,448,124836232.42101997,120351854.3803768,260265585.51544815,428962438.18857163,34626564.87063,43977545.11220915
bg_449,449,7705881.826875842,128628413.33772574,237584021.39567694,93630889.88474303,389769340.6486997,27464201.486549404
bg_450,450,283385956.90054786,309039285.8590489,88761807.57162105,103127548.46084961,3182580148.8003316,208406476.7837255
bg_451,451,249833296.70615023,195590550.61076337,187825927.18440935,49494445.68038821,26092430.951783005,315143485.68185383
bg_452,452,8179144311.746734,18661547.104707774,48575645.44630959,232172097.2953245,1486760862.8568356,180305428.32568613
bg_453,453,394651830.6166764,878160615.4188561,243344386.01034763,53945752.937396124,31719029.396697078,15915904.474002238
bg_454,454,129331762.64179112,599970498.9402634,1177999718.5464163,241665500.78435177,732808618.4651111,95708295.48525529
bg_455,455,120033902.27103603,283758903.51172787,7305799.586009976,134800901.39747497,152304676.48995996,140875455.7935913
bg_456,456,84913788.17304951,60507057.75296897,374495475.06206024,3431646488.789693,46365641.55824727,132945317.95039551
bg_457,457,218133992.7170293,41770939.10317418,198438235.5144287,380769530.5707646,14127066.856439961,66311653.66200492
bg_458,458,941198649.768991,619944050.2282856,11737770.642887104,155286407.8612217,56676465.85584655,138993037.28642687
bg_459,459,27704162.724115238,400110308.0187678,16234127.338524405,17720958.23898377,108237642.23516832,103150966.12577374
bg_460,460,76160529.8617992,66793160.39009883,53878937.35655949,233020901.27754307,125194729.35243505,330473259.1240885
bg_461,461,1877356519.7261817,59608620.94406067,211851746.31336993,118624629.09026918,85476093.90663433,59683486.10859718
bg_462,462,127949860.05152817,7321655222.941272,516764918.79968435,848595334.4993014,102234402.56917433,58280544.55286003
bg_463,463,1326553636.4683633,7321655206.998366,64128471.70138857,65881734.5529983,423735127.561128,122628224.06308341
bg_464,464,202825796.88683665,120593823.5872439,443615188.4825856,390168566.91450053,73073944.77852656,535619096.39697003
bg_465,465,75626319.56905134,48371436.54528453,133392709.54144722,193192688.49145517,130056755.42274709,224446061.66570005
bg_466,466,77242532.9002291,17465208.23100293,65373206.74148246,138692726.4336792,189937412.4476088,721598316.9033406
bg_467,467,99578582.53605838,27348297.70327039,203392073.39616284,72919617.48172545,241503786.65696472,99918910.5825663
bg_468,468,236605474.7263431,114109603.62426426,44552504.34485217,19779765.112985972,3182580151.6998973,631029170.2222887
bg_469,469,172512309.95197812,95514224.74812785,281899214.238567,168511235.46587664,34177690.948469885,145075362.00235206
bg_470,470,264953440.77627465,54969668.95773765,1047159804.9350154,776572394.758353,43258821.502876826,43001288.44456563
bg_471,471,215669787.62838924,40934507.95670847,11931838.741381843,11237647.982725337,32156407.488824643,1221023877.212627
bg_472,472,2196427393.532249,186860593.4771837,24308365.061140154,1836492762.7766376,213900396.13330603,453594921.31331915
bg_473,473,85799294.36753377,120926751.780105,124034581.74245921,732855915.9436334,132936321.17732675,95582186.70361955
bg_474,474,17324177.765548512,905286300.9027156,1065097696.9784932,20284663.05916423,185239907.67570898,1270442649.726095
bg_475,475,38208945.93137672,386176816.8801965,307402940.4935122,176140335.12420547,244085514.93359706,2635372803.285906
bg_476,476,52831309.50958578,154703159.73940796,82905413.40213443,1338193871.9600403,401502775.62647057,290902833.17031676
bg_477,477,515100549.83998245,602544385.4717103,130556263.29560862,176140335.12420547,627107946.3652362,36954287.52739893
bg_478,478,44018124.4957013,701245725.1097732,13460825.001016792,294339073.94695747,398828270.3320866,82371073.13350423
bg_479,479,127474430.56151521,59111661.80856533,68930643.95772696,54226043.19889269,122456792.27156898,76558137.88367403
bg_480,480,35475152.45870891,35066989.001568235,59745279.709566094,137642450.9095946,22635126.204984535,1253710592.9743447
bg_481,481,2732543968.5506434,23211235.679329123,369911279.0109454,532349205.4731014,235658360.31820917,357969808.9145568
bg_482,482,61004351.17258443,28343604.442402158,70505007.71310803,10974535.557560597,403419204.9643384,55580024.33786424
bg_483,483,270757513.65643895,233115221.7644424,74827657.24863008,101652170.03749292,702804756.2934344,169222559.6453724
bg_484,484,146420919.7155822,26953259.204812475,34539922.509380035,29844355.79454565,13281070.68240257,907265107.6248586
bg_485,485,37659155.02044928,260712409.70912817,95517626.08791552,224872241.5819667,722105025.2895714,170503095.42776293
bg_486,486,989894554.5420061,74412492.73327067,116691549.3361186,242276128.23390338,87964411.7205749,374421.21353836724
bg_487,487,7204028.474262073,7321655219.049296,4716228.971607183,31304599.748030584,221629105.4280011,230171371.26246983
bg_488,488,23776801.205697745,20860726.162823766,40244998.29133966,47719477.5766474,1814512351.9754434,38930161.42173244
bg_489,489,84353424.47268532,351888590.8970226,123429840.78213264,271267190.2648464,77572997.10499421,49206130.68161328
bg_490,490,275040252.24687606,278500175.0018925,117658747.71873753,128285740.24643873,260007352.06211564,36831860.36258957
bg_491,491,117193438.81455502,476569122.1484067,76302105.98765059,84188370.45277455,147930343.23494795,145038359.59334087
bg_492,492,522894421.65947485,146461769.77168337,113871974.62825386,218244633.91285673,101349416.084436,253208811.56230485
bg_493,493,259588453.35891908,664710053.3336251,687134158.563291,3431646477.9491405,16849524.900672078,1250169928.4336271
bg_494,494,182389836.5364477,529530624.3176865,1001531732.2080289,194293964.64942068,360197495.36391896,44246145.14966203
bg_495,495,14557332.931473844,24110433.6694125,57582560.53839441,460194136.9303687,115785293.57318982,294842740.2283389
bg_496,496,240422581.84935188,73707017.8011831,204242871.80167443,301255253.4602014,41093680.84981154,60997943.26190978
bg_497,497,524137437.65660286,151385999.68019775,31186500.787485823,496120676.72665125,73877457.99777073,11232510.377334628
bg_498,498,1023174.837386746,187355745.69528237,573220179.4761099,54197227.871098466,390216606.3200111,79604037.81412628
bg_499,499,136759053.76696968,187907958.71920964,54982690.1980129,3576446116.979422,185121146.22591117,66121726.96973922
bg_500,500,7217470.216652979,12182394.1036669,162452110.0753115,325008947.0466078,255172176.89036372,482722647.9837401
bg_501,501,223137240.51324758,176430750.06363443,84794661.12130003,117540710.49694912,75914449.56770079,48764170.97845402
bg_502,502,65282802.319176964,189230250.47927058,2977429144.769616,81011146.36173448,90026535.88120425,81297469.56783773
bg_503,503,18267086.87382387,158416358.89639786,182976588.23882717,112382685.19396657,3182580152.9696355,249839659.35848278
bg_504,504,689396978.8461735,17967076.008400228,89065214.99910252,3431646495.8110003,321623377.65711755,58796547.63394378
bg_505,505,181510571.3318552,923455936.2381104,1044368764.1968467,160585779.97352567,152230013.48536006,241869877.06962645
bg_506,506,416627422.92383194,168598106.75269058,22556205.252602257,16260596.329018453,40144210.98544631,61394186.00828327
bg_507,507,191535923.82971716,28321004.15973822,212749722.0350448,48340863.1476138,716654244.6779708,56772168.424885646
bg_508,508,100545672.5254384,62530178.159297496,30708368.77030609,20811473.57726175,182169147.42063162,18378198.23428976
bg_509,509,101024832.02641207,40521933.30405609,23461377.06396004,16933111.250849903,856614549.3267329,164762273.40431455
bg_510,510,619000292.817504,696188280.3142157,385695130.0443094,96724488.39476064,101349416.084436,40530927.13526465
bg_511,511,708449457.2037959,661898838.7405932,741314678.986213,192690011.0533524,367613533.17601043,183456730.96152163
bg_512,512,150593346.01170397,92263708.71067564,56273541.096559286,1357561429.8918684,10441675.487715278,51341507.25769964
bg_513,513,1457371568.7867873,347604213.87913346,121666507.6308117,33731017.85419059,254178022.10905063,48736622.933613084
bg_514,514,739308514.8723878,44090393.227065876,498210164.9234338,6335774.817074389,258201509.3997469,488208558.3827664
bg_515,515,322570002.6553941,7321655219.255544,57041015.651960984,122733600.40774007,11087037.64924395,526223539.67297053
bg_516,516,748775689.185486,35759397.46136252,416208207.5894466,44320260.88690602,108202397.35395955,23706652.513477795
bg_517,517,62286738.36108505,26593944.8044724,183984728.2924923,59018262.240433425,61904453.674125135,240763447.7788692
bg_518,518,110321831.74640417,165953858.94929287,2309841895.755322,551684117.8944674,508254649.2339689,128799797.12921222
bg_519,519,23378472.734158453,17968198.45305948,317789991.0840107,35702345.5665961,48356385.5766029,26260945.36903756
bg_520,520,392656717.0075519,7321655221.568517,944533178.511119,659172706.8109306,1118191612.5414965,1676529853.046322
bg_521,521,19695147.18347157,246978434.10828725,347326555.5515812,7991450.415423056,19264993.23286538,97579546.58099887
bg_522,522,276571318.88676924,3151063480.344681,219078287.8726234,3576446118.3070793,187038899.33711317,213331327.98221132
bg_523,523,149642832.8820175,112439429.43082723,62658245.61101043,51025928.22450566,25778557.895796455,207586194.30906615
bg_524,524,26518950.560082644,241644590.31768134,121863103.29353812,18902662.896267768,56394385.16944153,282647831.13138187
bg_525,525,480182433.6918629,92739158.47195788,36201792.16079711,350084385.0097569,39830479.74404828,33261979.77883369
bg_526,526,331717920.97554153,185983290.7918612,223760816.30209923,546954116.0099413,1759218166.1298473,77208050.92421365
bg_527,527,491820497.6581666,2055583303.7848904,8727327947.776705,112010282.53757644,23508926.62844751,166787483.35459334
bg_528,528,147394323.93930015,385489713.02712935,7004399.0538294,396237230.90797156,23692398.150159635,1230271309.1295152
bg_529,529,16440976.528375711,655349805.4677243,5785716561.2162695,133209901.8369731,203983065.01350182,40724985.21571223
bg_530,530,471563315.52233946,157216375.47246164,8882537.008376816,26131377.942330196,343873207.51314133,853745378.3935206
bg_531,531,145277746.98808348,147129013.91821513,51943814.911395885,806299620.9483145,166143225.365654,701215470.155879
bg_532,532,23813727.455466237,342321159.9284234,30239896.86765844,16766376.92116429,53393434.51669229,1140017783.6084707
bg_533,533,296820508.24117845,1039799032.9456115,267456863.31228495,239072835.17762265,1137889174.887674,38967991.478001274
bg_534,534,1164341106.7784927,7321655214.59768,38180328.49918711,765439138.0682658,54741722.846855365,55487192.31752354
bg_535,535,270918155.6923396,51607314.63415513,9392422.347714745,297909079.289487,489728840.6135194,320319881.9169521
bg_536,536,111512725.03626797,342865923.8485519,311842962.11004597,3762248.830825602,254178022.10905063,82704571.38299133
bg_537,537,172494404.44724873,27401162.73158792,30176373.62783478,36922958.99318268,188499625.79020303,299544133.51227736
bg_538,538,1418158130.6687486,110487336.54390705,38604676.54340713,110487161.93826748,34518605.6679467,68433419.09197372
bg_539,539,477218556.3928837,385187687.31889904,71516788.12019056,94769536.14012094,111880390.35316847,8645944.398844667
bg_540,540,553772606.486268,66097720.518690035,437323428.28339976,601281168.9587982,81709981.11074242,1151283388.6663911
bg_541,541,111289668.78504382,171471153.13135734,506727933.6533981,3431646488.243779,1394838305.0854752,433435049.2624169
bg_542,542,607258777.3176239,2302514277.6783147,302796810.3154951,3431646485.663605,5191117.759144978,876123478.4436351
bg_543,543,145450781.724968,841628890.7267634,129266274.78886387,112225270.44274871,109469405.97771925,265671292.77185723
bg_544,544,1051642559.3579105,47119663.8681927,149847643.43992782,238501536.31549165,327046848.6224587,383869043.6145769
bg_545,545,71247347.36691427,18569026.09074332,233387673.02680922,73320248.78537971,605254489.4643911,348860508.276521
bg_546,546,20816836.150200054,54937067.632536486,58573470.86732055,453845606.7488517,5842574.879055531,40900236.27376102
bg_547,547,42329729.306926176,1270490256.7329497,7692754.215958893,490039729.5490919,283936397.1939319,15223217.066647232
bg_548,548,174709636.33120692,22439812.640265334,58914275.35590451,443705121.1251618,1442092550.3343952,77307271.3926818
bg_549,549,78728412.40133639,42490709.72249563,19373271.448983785,144107949.70799163,117032739.01458293,330473259.1240885
bg_550,550,79327519.85785483,296598795.54662126,822831392.2768532,343825841.23385835,113311693.63402665,54841869.87468577
bg_551,551,293282860.75427985,526523940.2918074,50967724.73523056,34862679.65596251,114024529.5738542,125038216.00274287
bg_552,552,77624205.33006686,121149756.25518253,247811673.95208937,36612254.40841424,1430090983.4000375,379413464.78570575
bg_553,553,6393977.264455657,270454070.0329481,84031966.82456928,24358540.71296773,163751837.30265635,50587249.554036565
bg_554,554,280921504.33241034,34425075.930806816,202142698.78465486,208047466.86537793,196895894.30318344,1013972875.7308658
bg_555,555,16982296.03863449,92998909.31701727,205230882.37089774,250645409.6544948,280754752.103057,404326066.4104158
bg_556,556,334583608.6619215,54217979.78924681,3775662903.8162575,424367698.1512622,181171058.84684587,203456168.27467906
bg_557,557,123572259.86657391,100292178.99693426,33011521.629443433,79156358.61868013,485252398.96391726,41080255.565612316
bg_558,558,104216442.89112936,43145774.651950635,342292393.83510894,580177750.7191826,318892672.92599726,35896846.91530255
bg_559,559,275850876.0542122,12692581.500833135,26676156.038829304,133744267.40019092,71578976.66424938,92480976.55448715
bg_560,560,686870944.7041458,121632547.98265009,1735304654.183462,393518153.43927366,94700713.55815735,343277080.4233926
bg_561,561,931098142.9104464,30970719.367976606,468624888.5959229,18647187.817038093,5339589.243117085,207103790.33757994
bg_562,562,601774524.8212456,427525036.04420376,67719212.28389955,1611940221.0761535,116860088.78234532,10275021.408700416
bg_563,563,54487357.94045958,140832885.17433473,558704519.8277365,108862092.26196177,839381530.4598162,43307723.56270487
bg_564,564,58974786.65699116,474162350.35305,8727327946.944258,289335134.2697452,29855493.026908822,34762607.882529706
bg_565,565,426410955.6202764,5431384.9982144805,199743159.03623992,333387314.84402335,105454370.85513599,32283478.51166217
bg_566,566,520820947.3088076,113390445.48346801,86237994.7446361,12721920.215258004,392038665.5884832,346934212.37309986
bg_567,567,454584222.0888634,149571734.72195512,243499504.28513378,50305641.51333794,261049390.33870295,369738009.6342994
bg_568,568,174690189.33118832,510263450.3866534,796755726.1632997,874387762.2027367,69772808.30344555,38788781.22839075
bg_569,569,67819600.30668218,179889723.65250662,96236005.32243876,211410848.59094733,101622914.42985786,41283024.917478725
bg_570,570,301550883.91401196,17788126.742452215,48575645.44630959,286395689.6808743,130223428.46622166,18521021.552637164
bg_571,571,24407965.776197832,1879762107.6593287,1932859951.1379638,308015468.6386111,114871678.16620861,576722722.0756233
bg_572,572,125701073.92656605,28420992.896241266,209257501.89679402,130275493.69321345,386626862.5442967,1942913198.3151605
bg_573,573,390583303.15428334,150178405.5112562,158945301.99191946,136443019.72319195,200237346.63506332,188915792.76665902
bg_574,574,62285592.464524135,30000206.75272304,165567916.87550527,582039457.4116936,234918344.06866017,390782872.0942764
bg_575,575,420171765.45332414,36381378.84161218,164235254.6714008,88194402.367046,40034816.20249944,403743654.4657536
bg_576,576,27404401.024212655,39471266.050338514,17737357.076200325,5844391.47231909,21350649.989083543,360943995.80644006
bg_577,577,440418673.234334,908121126.216995,70565336.21058205,301065367.52380115,143778988.59347188,53262321.18080579
bg_578,578,425284262.6717004,641638509.4160885,31894165.558571436,828530271.7917227,81672650.08153433,151266848.54234666
bg_579,579,43827963.34780683,505531014.72023106,97400218.43765302,25066997.46911087,74689582.07707268,164037543.7384895
bg_580,580,56143488.67960368,1161980424.0019474,57704822.2297846,38347416.15732082,36347719.186868936,307662124.21167415
bg_581,581,102207593.45545985,23968843.593685485,106261608.08748469,29697700.69570742,29901730.525571384,162556183.86787584
bg_582,582,19649350.750244863,357188632.0578072,221457368.08383152,77331505.61978376,127556828.94232836,2183863698.549814
bg_583,583,280282831.6456189,82128853.52715641,210400453.98373052,23936870.91289786,56032956.937481835,120601766.22349165
bg_584,584,538613675.7576214,462312002.6164556,71785258.51370195,220029498.5829066,32993239.66648793,136268604.27717316
bg_585,585,3047463866.435968,84900120.75906433,420072629.25751096,22395380.81908346,889223642.4135345,2612962411.06264
bg_586,586,543630241.2714173,214044978.84871107,21271285.727450933,716835886.3849148,100931449.14473861,1600678286.3526695
bg_587,587,223096505.9530121,115184154.04112585,87735343.28119017,28645499.816644505,445539044.03155357,255758081.4804079
bg_588,588,27510702.390358515,162297926.5496425,958190777.6558888,106606583.96850646,1622725016.1231325,116873628.75144361
bg_589,589,129107864.77268703,1174946533.4282787,18789805.343585756,187614257.83741605,54525812.22461175,136725656.90006083
bg_590,590,1145786174.8356774,38857906.04393989,607872627.9496082,592604006.2565001,262695235.3543886,207595189.2722232
bg_591,591,25049738.977717128,42133475.687131196,190376184.12915662,47883688.91089369,327642167.3799072,81681638.30615912
bg_592,592,1769017757.397363,2883368757.7334723,310032830.2828989,96472762.35678956,578548512.1539803,747424060.6116341
bg_593,593,68826756.05049658,47820245.871137515,116814993.19832645,14560810.687820537,101943884.09252425,147202958.01659864
bg_594,594,220827831.09279084,176964501.76901075,111857830.6517131,386453829.0662023,74048496.56601436,123585567.72526221
bg_595,595,88979993.62065822,405509265.12650937,122390405.71882875,33575565.86505156,177429951.77444997,787619824.2475805
bg_596,596,376769782.54801196,490946711.02049714,8727327945.067259,17886657.723761126,417435458.0522453,27057113.864315424
bg_597,597,35570955.01471269,605313008.9899294,31633802.953063846,68214806.5220064,109352780.09829304,175459093.7133591
bg_598,598,172128774.72482425,141321461.42780536,621453376.4564897,1723022222.4585338,34513503.122536264,82782617.44604012
bg_599,599,170498509.58135942,355518811.1344008,10727684.983808095,61783993.701598756,361613379.60787445,175317393.49024335
bg_600,600,129331762.64179112,7321655217.070584,297377873.83024585,576010327.3236723,1064253295.346561,102273216.2445032
bg_601,601,2367860305.0713463,77960468.70211697,31881525.439339377,12182280.060382996,135413978.80736646,189808298.00411353
bg_602,602,43525334.91581098,49658247.87098549,48432328.466639176,239867973.35796118,30159703.363658182,2881040.2822977877
bg_603,603,370783442.6501077,62142884.18613645,98781683.61388618,66303899.05473673,4899954.371526315,102215003.11225522
bg_604,604,1330687639.8089254,39351240.68467187,160540588.15155378,1541217531.4734683,1438620098.9476817,279731676.0501997
bg_605,605,4661481.683680306,95163860.21456662,120535902.11476989,71527169.67140636,18247916.596176274,96698414.18569168
bg_606,606,299806628.8006865,33775647.12096393,123386727.78718652,1069120915.239141,115733391.54325494,279731676.0501997
bg_607,607,543333052.4496857,131347329.81041734,31262055.2050537,131577934.45708665,145981316.87181973,213893513.0162302
bg_608,608,20030034.898268085,121259965.65772755,328448208.5589367,821596349.1186529,172414873.5435402,50859408.16505234
bg_609,609,56663912.38127586,7321655207.935811,89051056.16484943,974544117.0047439,364055470.5084081,4466543995.865466
bg_610,610,41948743.07872607,1027295391.5904071,1861859372.0914202,38632640.49901592,78030687.89409246,93909374.50237174
bg_611,611,43608541.051412314,205343798.92659605,180835174.05324438,134570978.29086137,207403329.44976404,99096567.61923303
bg_612,612,409995207.3972733,180171311.28566435,125312189.03272237,169514573.25515223,387163920.33884746,748250203.3362876
bg_613,613,84079978.26165552,45047957.79514798,194210624.53677368,286395689.6808743,135841534.7404556,9831097.659104275
bg_614,614,8359765875.7708025,53098352.091622815,46595967.98207771,37590718.96314201,173054806.53740287,190783896.95610595
bg_615,615,247054621.12219983,13818776.576159963,25206912.741951667,126727087.29308943,276970571.1169329,716003232.5021458
bg_616,616,104159915.56700382,32630115.50802886,20457299.523617312,141616546.1799293,134177071.1222554,117447650.89887196
bg_617,617,66424039.55113783,626586474.101698,116612550.44257244,66728241.20087866,694840464.0662923,306896275.58427125
bg_618,618,244568445.27577406,640276566.0208,5837115959.461745,240833022.90731382,29202554.938723367,90308288.96547644
bg_619,619,55869349.95649744,33517666.998453464,40669289.59405735,102588911.46324557,281891582.282912,240866290.9538056
bg_620,620,67184890.6191009,157030481.13947976,13918496.894471923,3431646481.555777,78961224.34687413,4466544000.882646
bg_621,621,638848961.80665,192140958.35003036,30596044.65492194,29688020.525535814,454237354.8217338,63277124.925967634
bg_622,622,88136555.06759642,112997766.58705755,1863229422.813385,7105226.931294027,49226797.73407288,1480272554.7167838
bg_623,623,828489938.3055844,144623384.00009367,191541540.29305947,37922865.62739416,241883503.72014582,28739783.072474234
bg_624,624,67393276.07897529,32763316.173878018,89693731.97086269,1338193871.9600403,3182580145.757749,375493187.50715655
bg_625,625,152371992.8592408,135244311.06869364,80173584.99315399,20212068.728883687,165895422.4444369,419580911.07097816
bg_626,626,3044274658.8543997,6425510.800591654,290300703.1014772,317656144.2746418,47613869.32642149,1677380289.7686665
bg_627,627,29157929.92272381,2272851850.5236945,325032330.20772463,96492503.77350987,4574551.34233075,3265093226.0906324
bg_628,628,218133992.7170293,156554113.99351957,35360128.59439403,22698901.907208055,142342601.54480502,398985928.7136553
bg_629,629,405789769.7976558,242384548.6090473,91852799.92921819,438401278.5192639,70543279.31998315,82516117.00378504
bg_630,630,135428970.4460282,384067606.96203506,44375486.627367534,107905910.00412413,124755923.67768927,511217982.1791337
bg_631,631,16872353.481040005,35485083.30323844,80187513.63861176,22652179.15253807,134158157.62343001,123228334.38686547
bg_632,632,130026134.27681816,82820846.74539213,17869040.492204413,127779424.22502816,128614859.8852413,3592355094.5902824
bg_633,633,48562632.126465224,48765432.45548183,181975360.2970441,903623913.737002,547861788.9855379,24384424.69889041
bg_634,634,7261324.276803986,96503405.8097332,195457429.278044,981295883.2637581,184427565.48625934,163079076.59560102
bg_635,635,75828965.73068526,86992589.98243514,163373162.37103054,48836913.068236805,9702818.92479948,952364927.1499938
bg_636,636,13114488.823287873,111795040.44002321,276015887.7348673,1740438354.5601132,394189914.54683685,259493861.64750883
bg_637,637,316095243.3899389,110175579.7254796,45521222.00830409,216848508.69631627,32993239.66648793,464573285.1124503
bg_638,638,68635532.95206308,257913312.31600568,739209432.0289309,255063445.7149889,64901845.906192206,335218453.4112422
bg_639,639,91476869.72795072,513535067.71134734,206966695.60063574,108309591.5706179,44319389.642772846,26299367.20558976
bg_640,640,34747670.80083643,3095239702.2327037,94051085.88964853,28124577.5098763,126481951.62079185,19358052.27315019
bg_641,641,118404169.771582,77474022.59616022,427844826.93869114,138188218.87020057,88395371.91891779,45808976.03334773
bg_642,642,1724608525.7699933,1009321044.7776686,9373779929.764336,109986443.55385238,146691757.517807,263554981.62307602
bg_643,643,202825796.88683665,89038960.31990193,77580669.93902634,402819215.7429879,186264894.70696405,475239589.8753864
bg_644,644,15664214.490491688,130944919.25447078,86182914.79045914,489454265.87413174,139502947.1472459,251193065.40600723
bg_645,645,352956595.8811055,41163939.78190471,335633184.8179774,7973917.204904652,240232089.5541039,488208558.3827664
bg_646,646,548970436.1352491,472761635.94296956,193466050.8131687,126504055.04581307,1997776199.0280778,1153344259.0337021
bg_647,647,416627422.92383194,74234921.97711806,6385987.494060418,26569179.111278757,54874190.052438706,115157653.30686957
bg_648,648,113574996.249038,127119406.28218947,361590195.4606961,377231808.30264515,100452749.19577831,260431492.2954277
bg_649,649,67730238.78896914,40678300.1309147,40015102.430575386,105394836.04741429,227752625.04320857,87569282.79790868
bg_650,650,30061933.540774677,985261823.8073796,49134058.96627465,8076795.553671722,50871259.20741096,462036278.2301017
bg_651,651,98850276.32416327,7321655209.902034,53110998.36004322,1377552453.035288,109566747.59744306,131438303.20354652
bg_652,652,86577856.73411442,191201462.33006117,85103895.13763796,681367558.293253,32807132.294433203,31666240.250080448
bg_653,653,1038556650.812514,27482096.01332129,8603620.207423571,57715120.89540733,971904360.0268512,91120145.93760206
