,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
2684,SR5AR2r,3-Oxo-5-Alpha-Steroid 4-Dehydrogenase,andrstndn_r + 2.0 h_r + nadph_r --> andrstandn_r + nadp_r,"(0.0, 100.0)",Steroid metabolism
2685,SR5ARr,3-Oxo-5-Alpha-Steroid 4-Dehydrogenase,2.0 h_r + nadph_r + tststerone_r --> 5adtststerone_r + nadp_r,"(0.0, 100.0)",Steroid metabolism
2686,SRTNACT,Acetyl Coenzyme A:Aralkylamine N-Acetyltransferase,accoa_c + srtn_c --> Nacsertn_c + coa_c + h_c,"(0.0, 100.0)",Tryptophan metabolism
2687,SRTNt6_2_r,Seratonin Reversible Transport in via Sodium Symport/Potassium Antiport (1:2),2.0 k_c + 2.0 na1_e + srtn_e <=> 2.0 k_e + 2.0 na1_c + srtn_c,"(-100.0, 100.0)","Transport, extracellular"
2688,SRTNtu,Serotonin Uniport,srtn_e <=> srtn_c,"(-100.0, 100.0)","Transport, extracellular"
2689,ST3GAL21g,"CMP-N-Acetylneuraminate-Beta-Galactosamide-Alpha-2, 3-Sialyltransferase, Golgi Apparatus",cmpacna_g + ga1_hs_g --> cmp_g + gm1b_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2690,ST3GAL22g,"CMP-N-Acetylneuraminate-Beta-Galactosamide-Alpha-2, 3-Sialyltransferase, Golgi Apparatus",cmpacna_g + gm1_hs_g --> cmp_g + gd1a_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2691,ST3GAL23g,"CMP-N-Acetylneuraminate-Beta-Galactosamide-Alpha-2, 3-Sialyltransferase, Golgi Apparatus",cmpacna_g + gd1b_hs_g --> cmp_g + gt1b_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2692,ST3GAL31g,"St3 Beta-Galactoside Alpha-2, 3-Sialyltransferase 3",cmpacna_g + galacglcgalgluside_hs_g --> acngalacglcgalgluside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Blood group synthesis
2693,ST3GAL61g,"Type 2 Lactosamine Alpha-2, 3-Sialyltransferase",cmpacna_g + gal14acglcgalgluside_hs_g --> acngal14acglcgalgluside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Blood group synthesis
2694,ST3GAL62g,"Type 2 Lactosamine Alpha-2, 3-Sialyltransferase",cmpacna_g + galacglcgal14acglcgalgluside_hs_g --> acngalacglcgal14acglcgalgluside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Blood group synthesis
2695,ST6GALNAC21,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",acngalgbside_hs_g + cmpacna_g --> acn13acngalgbside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2696,ST6GALNAC22,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",acngalgbside_hs_g + cmpacna_g --> acn23acngalgbside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2697,ST6GALNAC23,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",cmpacna_g + ga2_hs_g --> cmp_g + gm2a_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2698,ST6GALNAC24,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",cmpacna_g + gm1a_hs_g --> cmp_g + gd1b2_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2699,ST6GALNAC25,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",cmpacna_g + gd1a_hs_g --> cmp_g + gt1alpha_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2700,ST6GALNAC26,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",cmpacna_g + gt1alpha_hs_g --> cmp_g + gq1balpha_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2701,ST6GALNAC27,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",cmpacna_g + gt1c_hs_g --> cmp_g + gq1c_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2702,ST6GALNAC28,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2",cmpacna_g + gq1c_hs_g --> cmp_g + gp1c_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2703,ST6GALNAC31,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 3",cmpacna_g + gm1b_hs_g --> cmp_g + gd1a_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2704,ST6GALNAC62,"Sialytransferase 7 ( (Alpha-N-Acetylneuraminyl 2, 3-Betagalactosyl-1, 3)-N-Acetyl Galactosaminide Alpha-2, 6-Sialytransferase) F",cmpacna_g + gt1b_hs_g --> cmp_g + gq1balpha_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2705,ST8SIA11,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",acngalgbside_hs_g + cmpacna_g --> acnacngalgbside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2706,ST8SIA12,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",cmpacna_g + gm3_hs_g --> cmp_g + gd3_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2707,ST8SIA51g,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",cmpacna_g + gd3_hs_g --> cmp_g + gt3_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2708,ST8SIA52g,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",cmpacna_g + gt1b_hs_g --> cmp_g + gq1b_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2709,ST8SIA53g,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",cmpacna_g + gd1a_hs_g --> cmp_g + gt1a_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2710,ST8SIA54g,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",cmpacna_g + gm1b_hs_g --> cmp_g + gd1c_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2711,ST8SIA55g,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",cmpacna_g + gq1c_hs_g --> cmp_g + gp1calpha_hs_g + h_g,"(0.0, 100.0)",Sphingolipid metabolism
2712,ST8SIA56g,"Alpha-2, 8-Sialyltransferase 8E",acngal14acglcgalgluside_hs_g + cmpacna_g --> acnacngal14acglcgalgluside_hs_g + cmp_g + h_g,"(0.0, 100.0)",Blood group synthesis
2713,STCOAtx,Fatty Acid Intracellular Transport,stcoa_c <=> stcoa_x,"(-100.0, 100.0)","Transport, peroxisomal"
2714,STRDNCCPT1,Carnitine O-Palmitoyltransferase,crn_c + strdnccoa_c <=> coa_c + strdnccrn_c,"(-100.0, 100.0)",Fatty acid oxidation
2715,STRDNCCPT2,Carnitine Transferase,coa_m + strdnccrn_m <=> crn_m + strdnccoa_m,"(-100.0, 100.0)",Fatty acid oxidation
2716,STRDNCCRNt,Transport into the Mitochondria (Carnitine),strdnccrn_c <=> strdnccrn_m,"(-100.0, 100.0)",Fatty acid oxidation
2717,STRDNCt,Fatty Acid Transport via Diffusion,strdnc_e <=> strdnc_c,"(-100.0, 100.0)","Transport, extracellular"
2718,STS1,Steryl-Sulfatase,dheas_c + h2o_c --> dhea_c + h_c + so4_c,"(0.0, 100.0)",Steroid metabolism
2719,STS1r,Steryl-Sulfatase,dheas_r + h2o_r --> dhea_r + h_r + so4_r,"(0.0, 100.0)",Steroid metabolism
2720,STS2,Steryl-Sulfatase,estrones_c + h2o_c --> estrone_c + h_c + so4_c,"(0.0, 100.0)",Steroid metabolism
2721,STS2r,Steryl-Sulfatase,estrones_r + h2o_r --> estrone_r + h_r + so4_r,"(0.0, 100.0)",Steroid metabolism
2722,SUCCt2m,"Succinate Transport, Mitochondrial",pi_m + succ_c <=> pi_c + succ_m,"(-100.0, 100.0)","Transport, mitochondrial"
2723,SUCCt4_2,Succinate Transport via Sodium Symport,2.0 na1_e + succ_e <=> 2.0 na1_c + succ_c,"(-100.0, 100.0)","Transport, extracellular"
2724,SUCCtp,"Succinate Transporter, Peroxisome",succ_c <=> succ_x,"(-100.0, 100.0)","Transport, peroxisomal"
2725,SUCD1m,Succinate Dehydrogenase,fad_m + h_m + succ_m <=> fadh2_m + fum_m,"(-100.0, 100.0)",Citric acid cycle
2726,SUCOAS1m,Succinate- Coenzyme A Ligase (GDP-Forming),coa_m + gtp_m + succ_m <=> gdp_m + pi_m + succoa_m,"(-100.0, 100.0)",Citric acid cycle
2727,SUCOASm,Succinate- Coenzyme A Ligase (ADP-Forming),atp_m + coa_m + succ_m <=> adp_m + pi_m + succoa_m,"(-100.0, 100.0)",Citric acid cycle
2728,SUCRe,"Sucrose Hydrolyzing Enxyme, Extracellular",h2o_e + sucr_e --> fru_e + glc_D_e,"(0.0, 100.0)",Galactose metabolism
2729,SULFOX,Sulfite Oxidase,2.0 ficytC_m + h2o_c + so3_c --> 2.0 focytC_m + 2.0 h_c + so4_c,"(0.0, 100.0)",Methionine and cysteine metabolism
2730,T4HCINNMFM,4-Hydroxycinnamate Formation,34hpl_m --> T4hcinnm_m + h2o_m,"(0.0, 100.0)",Ubiquinone synthesis
2731,TAGAT_Dt,D-Tagatose Uptake via Diffusion,tagat_D_e --> tagat_D_c,"(0.0, 100.0)","Transport, extracellular"
2732,TAGt,Triacylglycerol Transport,tag_hs_e <=> tag_hs_c,"(-100.0, 100.0)","Transport, extracellular"
2733,TAURt4_2_r,Taurine Transport (Sodium Symport) (2:1),2.0 na1_e + taur_e <=> 2.0 na1_c + taur_c,"(-100.0, 100.0)","Transport, extracellular"
2734,TAURtcx,Taurine Transport (Sodium Symport) (Cytosol to Peroxisome),na1_c + taur_c <=> na1_x + taur_x,"(-100.0, 100.0)",Taurine and hypotaurine metabolism
2735,TAXOLte,Transport of Xenobiotic,taxol_e <=> taxol_c,"(-100.0, 100.0)","Transport, extracellular"
2736,TCHOLAt,Taurocholate Transport via Bicarbonate Antiport,hco3_c + tchola_e <=> hco3_e + tchola_c,"(-100.0, 100.0)","Transport, extracellular"
2737,TCHOLAt2,Taurocholate Transport via Sodium Symport,2.0 na1_e + tchola_e --> 2.0 na1_c + tchola_c,"(0.0, 100.0)","Transport, extracellular"
2738,TCHOLAte,Bile Acid Intracellular Transport,tchola_e <=> tchola_c,"(-100.0, 100.0)","Transport, extracellular"
2739,TCHOLAtx,Bile Acid Intracellular Transport,tchola_x <=> tchola_c,"(-100.0, 100.0)","Transport, peroxisomal"
2740,TCYNTt,Thiocyanate Transport via Diffusion (Cytosol to Extracellular),tcynt_c --> tcynt_e,"(0.0, 100.0)","Transport, extracellular"
2741,TCYNTtm,"Thiocyanate Transport via Diffusion, Mitochondrial",tcynt_m --> tcynt_c,"(0.0, 100.0)","Transport, mitochondrial"
2742,TDCHOLAte,Bile Acid Intracellular Transport,tdchola_e <=> tdchola_c,"(-100.0, 100.0)","Transport, extracellular"
2743,TDCHOLAtx,Bile Acid Intracellular Transport,tdchola_x <=> tdchola_c,"(-100.0, 100.0)","Transport, peroxisomal"
2744,TDP,Thiamin Pyrophosphatase,h2o_c + thmpp_c --> 2.0 h_c + pi_c + thmmp_c,"(0.0, 100.0)",Thiamine metabolism
2745,TDPm,"Thiamin Pyrophosphatase, Mitochondrial",h2o_m + thmpp_m --> 2.0 h_m + pi_m + thmmp_m,"(0.0, 100.0)",Thiamine metabolism
2746,TETHEX3COAtx,Fatty Acid Intracellular Transport,tethex3coa_c <=> tethex3coa_x,"(-100.0, 100.0)","Transport, peroxisomal"
2747,TETHEX3t,Fatty Acid Transport via Diffusion,tethex3_e --> tethex3_c,"(0.0, 0.0)","Transport, extracellular"
2748,TETPENT3COAtx,Fatty Acid Intracellular Transport,tetpent3coa_c <=> tetpent3coa_x,"(-100.0, 100.0)","Transport, peroxisomal"
2749,TETPENT3CPT1,Carnitine O-Palmitoyltransferase,crn_c + tetpent3coa_c <=> coa_c + tetpent3crn_c,"(-100.0, 100.0)",Fatty acid oxidation
2750,TETPENT3CPT2,Carnitine Transferase,coa_m + tetpent3crn_m <=> crn_m + tetpent3coa_m,"(-100.0, 100.0)",Fatty acid oxidation
2751,TETPENT3CRNt,Transport into the Mitochondria (Carnitine),tetpent3crn_c <=> tetpent3crn_m,"(-100.0, 100.0)",Fatty acid oxidation
2752,TETPENT3t,Fatty Acid Transport via Diffusion,tetpent3_e --> tetpent3_c,"(0.0, 0.0)","Transport, extracellular"
2753,TETPENT6COAtx,Fatty Acid Intracellular Transport,tetpent6coa_c <=> tetpent6coa_x,"(-100.0, 100.0)","Transport, peroxisomal"
2754,TETPENT6CPT1,Carnitine O-Palmitoyltransferase,crn_c + tetpent6coa_c <=> coa_c + tetpent6crn_c,"(-100.0, 100.0)",Fatty acid oxidation
2755,TETPENT6CPT2,Carnitine Transferase,coa_m + tetpent6crn_m <=> crn_m + tetpent6coa_m,"(-100.0, 100.0)",Fatty acid oxidation
2756,TETPENT6CRNt,Transport into the Mitochondria (Carnitine),tetpent6crn_c <=> tetpent6crn_m,"(-100.0, 100.0)",Fatty acid oxidation
2757,TETPENT6t,Fatty Acid Transport via Diffusion,tetpent6_e --> tetpent6_c,"(0.0, 0.0)","Transport, extracellular"
2758,TETTET6COAtx,Fatty Acid Intracellular Transport,tettet6coa_c <=> tettet6coa_x,"(-100.0, 100.0)","Transport, peroxisomal"
2759,TETTET6CPT1,Carnitine O-Palmitoyltransferase,crn_c + tettet6coa_c <=> coa_c + tettet6crn_c,"(-100.0, 100.0)",Fatty acid oxidation
2760,TETTET6CPT2,Carnitine Transferase,coa_m + tettet6crn_m <=> crn_m + tettet6coa_m,"(-100.0, 100.0)",Fatty acid oxidation
2761,TETTET6CRNt,Transport into the Mitochondria (Carnitine),tettet6crn_c <=> tettet6crn_m,"(-100.0, 100.0)",Fatty acid oxidation
2762,TETTET6t,Fatty Acid Transport via Diffusion,tettet6_e <=> tettet6_c,"(-100.0, 100.0)","Transport, extracellular"
2763,THBPT4ACAMDASE,Tetrahydrobiopterin-4A-Carbinolamine Dehydratase,thbpt4acam_c --> dhbpt_c + h2o_c,"(0.0, 100.0)",Tetrahydrobiopterin metabolism
2764,THCHOLSTOICtm,"Lipid, Flip-Flop Intracellular Transport",thcholstoic_m <=> thcholstoic_x,"(-100.0, 100.0)","Transport, peroxisomal"
2765,THD1m,NAD (P) Transhydrogenase,h_c + nadh_m + nadp_m --> h_m + nad_m + nadph_m,"(0.0, 100.0)",NAD metabolism
2766,THFt2,Tetrahydrofolate Transport via Anion Antiport,h2o_c + thf_e <=> h2o_e + thf_c,"(-100.0, 100.0)","Transport, extracellular"
2767,THFtl,"5, 6, 7, 8-Tetrahydrofolate Transport, Diffusion, Lysosomal",thf_c <=> thf_l,"(-100.0, 100.0)","Transport, lysosomal"
2768,THFtm,"5, 6, 7, 8-Tetrahydrofolate Transport, Diffusion, Mitochondrial",thf_c <=> thf_m,"(-100.0, 100.0)","Transport, mitochondrial"
2769,THMDt4,Thymidine Transport in via Sodium Symport,na1_e + thymd_e --> na1_c + thymd_c,"(0.0, 100.0)","Transport, extracellular"
2770,THMMPt4,Thiamine Monophosphate Transport in via Anion Antiport,h2o_c + thmmp_e --> h2o_e + thmmp_c,"(0.0, 0.0)","Transport, extracellular"
2771,THMMPtm,"Thiamine Monophosphate Transport, Mitochondrial",h2o_m + thmmp_c <=> h2o_c + thmmp_m,"(-100.0, 100.0)","Transport, mitochondrial"
2772,THMP,Thiamin Phosphatase,h2o_c + thmmp_c --> pi_c + thm_c,"(0.0, 100.0)",Thiamine metabolism
2773,THMPPtm,"Thiamine Diphosphate Transport in via Anion Antiport, Mitochondria",2.0 h2o_m + thmpp_c --> 2.0 h2o_c + thmpp_m,"(0.0, 100.0)","Transport, mitochondrial"
2774,THMt2m,"Thiamine Transport in via Proton Symport, Mitochondrial",h_c + thm_c --> h_m + thm_m,"(0.0, 100.0)","Transport, mitochondrial"
2775,THMTP,Thiamine-Triphosphatase,h2o_c + thmtp_c --> h_c + pi_c + thmpp_c,"(0.0, 100.0)",Thiamine metabolism
2776,THMTPt,Thiamine Triphosphate Transport in via Anion Antiport,3.0 h2o_e + thmtp_c --> 3.0 h2o_c + thmtp_e,"(0.0, 0.0)","Transport, extracellular"
2777,THP2Ctp,"2, 3, 4, 5-Tetrahydropyridine-2-Carboxylate Transport, Peroxisomal",thp2c_c <=> thp2c_x,"(-100.0, 100.0)","Transport, peroxisomal"
2778,THRALANaEx,L-Alanine/L-Threonine Na-Dependent Exchange (Thr-L In),ala_L_c + na1_e + thr_L_e --> ala_L_e + na1_c + thr_L_c,"(0.0, 100.0)","Transport, extracellular"
2779,THRASNNaEx,L-Threonine/L-Asparagine Na-Dependent Exchange (Thr-L In),asn_L_c + na1_e + thr_L_e --> asn_L_e + na1_c + thr_L_c,"(0.0, 100.0)","Transport, extracellular"
2780,THRCYSNaEx,L-Cysteine/L-Threonine Na-Dependent Exchange (Thr-L In),cys_L_c + na1_e + thr_L_e --> cys_L_e + na1_c + thr_L_c,"(0.0, 100.0)","Transport, extracellular"
2781,THRGLNexR,L-Threonine/Glycine Reversible Antiport,gln_L_c + thr_L_e <=> gln_L_e + thr_L_c,"(-100.0, 100.0)","Transport, extracellular"
2782,THRGLNNaEx,L-Threonine/L-Glutamine Na-Dependent Exchange (Thr-L In),gln_L_c + na1_e + thr_L_e --> gln_L_e + na1_c + thr_L_c,"(0.0, 100.0)","Transport, extracellular"
2783,THRGLYexR,L-Threonine/Glycine Reversible Antiport,gly_c + thr_L_e <=> gly_e + thr_L_c,"(-100.0, 100.0)","Transport, extracellular"
2784,THRSERNaEx,L-Serine/L-Threonine Na-Dependent Exchange (Thr-L In),na1_e + ser_L_c + thr_L_e --> na1_c + ser_L_e + thr_L_c,"(0.0, 100.0)","Transport, extracellular"
2785,THRt4,L-Threonine via Sodium Symport,na1_e + thr_L_e --> na1_c + thr_L_c,"(0.0, 100.0)","Transport, extracellular"
2786,THYMDt1,Thymd Transport,thymd_e --> thymd_c,"(0.0, 100.0)","Transport, extracellular"
2787,THYMDtl,Thymidine Faciliated Transport from Lysosome,thymd_l <=> thymd_c,"(-100.0, 100.0)","Transport, lysosomal"
2788,THYMDtm,Thymd Transport,thymd_c <=> thymd_m,"(-100.0, 100.0)","Transport, mitochondrial"
2789,THYMt,Thymine Reversible Transport via Faciliated Diffusion,thym_e <=> thym_c,"(-100.0, 100.0)","Transport, extracellular"
2790,THYOXt,T4 Transport via Bicarbonate Antiport,hco3_c + thyox_L_e <=> hco3_e + thyox_L_c,"(-100.0, 100.0)","Transport, extracellular"
2791,THYOXt2,T4 Transport via Facilitated Diffusion,thyox_L_e <=> thyox_L_c,"(-100.0, 100.0)","Transport, extracellular"
2792,THYPX,Thyroid Peroxidase,h2o2_c + 2.0 h_c + 2.0 i_c --> 2.0 h2o_c + iodine_c,"(0.0, 100.0)",Tyrosine metabolism
2793,TMABADH,4-Trimethylaminobutyraldehyde Dehydrogenase,4tmeabut_c + h2o_c + nad_c --> 4tmeabutn_c + 3.0 h_c + nadh_c,"(0.0, 100.0)",Lysine metabolism
2794,TMDK1m,Thymidine Kinase (ATP:Thymidine),atp_m + thymd_m --> adp_m + dtmp_m + h_m,"(0.0, 100.0)",Nucleotide interconversion
2795,TMDPP,Thymidine Phosphorylase,pi_c + thymd_c <=> 2dr1p_c + thym_c,"(-100.0, 100.0)",Pyrimidine catabolism
2796,TMDPPK,Thiamine-Diphosphate Kinase,atp_c + thmpp_c --> adp_c + thmtp_c,"(0.0, 100.0)",Thiamine metabolism
2797,TMLYSOX,Trimethyllysine Dioxygenase,akg_c + o2_c + tmlys_c --> 3htmelys_c + co2_c + succ_c,"(0.0, 100.0)",Lysine metabolism
2798,TMNDNCCOAtx,Fatty Acid Intracellular Transport,tmndnccoa_c <=> tmndnccoa_x,"(-100.0, 100.0)","Transport, peroxisomal"
2799,TMNDNCCPT1,Carnitine O-Palmitoyltransferase,crn_c + tmndnccoa_c <=> coa_c + tmndnccrn_c,"(-100.0, 100.0)",Fatty acid oxidation
2800,TMNDNCCPT2,Carnitine Transferase,coa_m + tmndnccrn_m <=> crn_m + tmndnccoa_m,"(-100.0, 100.0)",Fatty acid oxidation
2801,TMNDNCCRNt,Transport into the Mitochondria (Carnitine),tmndnccrn_c <=> tmndnccrn_m,"(-100.0, 100.0)",Fatty acid oxidation
2802,TMNDNCt,Fatty Acid Transport via Diffusion,tmndnc_e <=> tmndnc_c,"(-100.0, 100.0)","Transport, extracellular"
2803,TOLBUTAMIDEte,Transport of Xenobiotic,tolbutamide_e <=> tolbutamide_c,"(-100.0, 100.0)","Transport, extracellular"
2804,TRDR,Thioredoxin Reductase (NADPH),h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,"(0.0, 100.0)",Nucleotide interconversion
2805,TRDR2,Thioredoxin (Ubiquinone 10) Reductase (NADPH),2.0 h_c + nadph_c + q10_c --> nadp_c + q10h2_c,"(0.0, 100.0)",Miscellaneous
2806,TRDR3,Thioredoxin (Ubiquinone 10) Reductase (NADH),2.0 h_c + nadh_c + q10_c --> nad_c + q10h2_c,"(0.0, 100.0)",Miscellaneous
2807,TREH,"Alpha, Alpha-Trehalase",h2o_c + tre_c --> 2.0 glc_D_c,"(0.0, 100.0)",Starch and sucrose metabolism
2808,TREHe,"Alpha, Alpha-Trehalase",h2o_e + tre_e --> 2.0 glc_D_e,"(0.0, 100.0)",Starch and sucrose metabolism
2809,TRIODTHYSUFt,Triiodothyronine Sulfate Transport (Diffusion),triodthysuf_c --> triodthysuf_e,"(0.0, 100.0)","Transport, extracellular"
2810,TRIODTHYSULT,Triiodothyronine Sulfotransferase,paps_c + triodthy_c --> h_c + pap_c + triodthysuf_c,"(0.0, 100.0)",Tyrosine metabolism
2811,TRIODTHYt,T3 Transport via Bicarbonate Antiport,hco3_c + triodthy_e <=> hco3_e + triodthy_c,"(-100.0, 100.0)","Transport, extracellular"
2812,TRIODTHYt2,T3 Transport via Facilitated Diffusion,triodthy_e <=> triodthy_c,"(-100.0, 100.0)","Transport, extracellular"
2813,TRIOK,Triokinase,atp_c + glyald_c --> adp_c + g3p_c + h_c,"(0.0, 100.0)",Fructose and mannose metabolism
2814,TRPHYDRO2,"L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)",o2_c + thbpt_c + trp_L_c --> 5htrp_c + thbpt4acam_c,"(0.0, 100.0)",Tryptophan metabolism
2815,TRPO2,"L-Tryptophan:Oxygen 2, 3-Oxidoreductase (Decyclizing)",o2_c + trp_L_c --> Lfmkynr_c,"(0.0, 100.0)",Tryptophan metabolism
2816,TRPt4,L-Tryptophan Transport in via Sodium Symport,na1_e + trp_L_e --> na1_c + trp_L_c,"(0.0, 100.0)","Transport, extracellular"
2817,TRYPTAOX,Tryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),h2o_c + o2_c + trypta_c --> h2o2_c + id3acald_c + nh4_c,"(0.0, 100.0)",Tryptophan metabolism
2818,TS3,Tachysterol 3 Formation,pd3_c <=> ts3_c,"(-100.0, 100.0)",Vitamin D metabolism
2819,TSTSTERONEGLCte,Glucuronidated Compound Transport,atp_c + h2o_c + tststeroneglc_c --> adp_c + h_c + pi_c + tststeroneglc_e,"(0.0, 100.0)","Transport, extracellular"
2820,TSTSTERONEGLCtr,Glucuronidated Compound Transport,tststeroneglc_c <=> tststeroneglc_r,"(-100.0, 100.0)","Transport, endoplasmic reticular"
2821,TSTSTERONESte,Sulfonated Testosterone Transport,tststerones_c <=> tststerones_e,"(-100.0, 100.0)","Transport, extracellular"
2822,TSTSTERONESULT,Testosterone Sulfotransferase,paps_c + tststerone_c --> h_c + pap_c + tststerones_c,"(0.0, 100.0)",Steroid metabolism
2823,TSTSTERONEt,Testosterone Transport,tststerone_e <=> tststerone_c,"(-100.0, 100.0)","Transport, extracellular"
2824,TSTSTERONEtr,Testosterone Intracellular Transport,tststerone_r <=> tststerone_c,"(-100.0, 100.0)","Transport, endoplasmic reticular"
2825,TSULt4_3,Thiosulfate Transport via Sodium Symport,3.0 na1_e + tsul_e <=> 3.0 na1_c + tsul_c,"(-100.0, 100.0)","Transport, extracellular"
2826,TTDCAtr,Tetradecanoate (Transport),ttdca_e <=> ttdca_c,"(-100.0, 100.0)","Transport, extracellular"
2827,TTDCPT2,Carnitine Transferase,coa_m + ttdcrn_m <=> crn_m + tdcoa_m,"(-100.0, 100.0)",Fatty acid oxidation
2828,TTDCRNt,Transport into the Mitochondria (Carnitine),ttdcrn_c <=> ttdcrn_m,"(-100.0, 100.0)",Fatty acid oxidation
2829,TXA2te,Thromboxane A2 Transport,txa2_e <=> txa2_c,"(-100.0, 100.0)","Transport, extracellular"
2830,TXA2tr,Thromboxane A2 Intracellular Transport,txa2_c <=> txa2_r,"(-100.0, 100.0)","Transport, endoplasmic reticular"
2831,TXASr,Thromboxane-A Synthase,prostgh2_r --> txa2_r,"(0.0, 100.0)",Eicosanoid metabolism
2832,TYMSFt,Tyramine O-Sulfate Transport (Diffusion),tymsf_c --> tymsf_e,"(0.0, 100.0)","Transport, extracellular"
2833,TYMSULT,Tyramine Sulfotransferase,paps_c + tym_c --> h_c + pap_c + tymsf_c,"(0.0, 100.0)",Tyrosine metabolism
2834,TYR3MO2,Tyrosine 3-Monooxygenase,o2_c + thbpt_c + tyr_L_c --> 34dhphe_c + thbpt4acam_c,"(0.0, 100.0)",Tyrosine metabolism
2835,TYRASE,Tyrosinase,56dihindlcrbxlt_c --> melanin_c,"(0.0, 100.0)",Tyrosine metabolism
2836,TYRCBOX,L-Tyrosine Carboxy-Lyase,h_c + tyr_L_c --> co2_c + tym_c,"(0.0, 100.0)",Tyrosine metabolism
2837,TYRDOPO,Tyrosine:Dopa Oxidase,o2_c + 2.0 tyr_L_c --> 2.0 34dhphe_c,"(0.0, 100.0)",Tyrosine metabolism
2838,TYRDOPO3,Tyrosine:Dopa Oxidase (Dopaquinone Producing 2),2.0 34dhphe_c + o2_c --> 2.0 dopaqn_c + 2.0 h2o_c,"(0.0, 100.0)",Tyrosine metabolism
2839,TYROXDAc,Tyramine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing) (Cytosol),h2o_c + o2_c + tym_c --> 4hoxpacd_c + h2o2_c + nh4_c,"(0.0, 100.0)",Tyrosine metabolism
2840,TYRt,L-Tyrosine Transport,tyr_L_e <=> tyr_L_c,"(-100.0, 100.0)","Transport, extracellular"
2841,TYRt4,L-Tyrosine Transport in via Sodium Symport,na1_e + tyr_L_e --> na1_c + tyr_L_c,"(0.0, 100.0)","Transport, extracellular"
2842,TYRTAm,"Tyrosine Transaminase, Mitochondrial",akg_m + tyr_L_m <=> 34hpp_m + glu_L_m,"(-100.0, 100.0)",Tyrosine metabolism
2843,UAG2EMAi,UDP-N-Acetyl-D-Glucosamine 2-Epimerase (Hydrolysis),h2o_c + uacgam_c --> acmana_c + udp_c,"(0.0, 100.0)",Aminosugar metabolism
2844,UAGALDP,UDP-N-Acetylgalactosamine Diphosphorylase,acgal1p_c + utp_c --> ppi_c + udpacgal_c,"(0.0, 100.0)",Aminosugar metabolism
2845,UDPACGALtl,UDPacgal Intracellular Transport,udpacgal_c <=> udpacgal_l,"(-100.0, 100.0)","Transport, lysosomal"
2846,UDPDOLPT_L,UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Liver),0.1 dolp_L_c + udpg_c --> 0.1 dolglcp_L_c + udp_c,"(0.0, 100.0)",N-glycan synthesis
