,ID,Name,Formula,Compartment,Charge
1232,4hphac_e,4-Hydroxyphenylacetate,C8H7O3,e,-1
1233,5dhf_e,Pentaglutamyl Folate (Dhf),C39H48N11O18,e,-1
1234,5thf_e,Pentaglutamyl Folate (Thf),C39H50N11O18,e,-1
1235,6dhf_e,Hexaglutamyl Folate (Dhf),C44H55N12O21,e,-1
1236,6thf_e,Hexaglutamyl Folate (Thf),C44H57N12O21,e,-1
1237,7dhf_e,Heptaglutamyl Folate (Dhf),C49H62N13O24,e,-1
1238,7thf_e,Heptaglutamyl Folate (Thf),C49H64N13O24,e,-1
1239,9_cis_retfa_e,Fatty Acid 9-Cis-Retinol,C20H29OFULLR2CO,e,0
1240,adprbp_e,Adenosine-5'-Diphosphate-D-Ribose 2-Phosphate,C15H20N5O17P3,e,-4
1241,ak2lgchol_hs_e,1-Alkyl 2-Lysoglycerol 3-Phosphocholine,,e,0
1242,aprgstrn_e,(20S)-20-Hydroxypregn-4-En-3-One,C21H32O2,e,0
1243,avite1_e,(+)-Alpha-Tocopherol,C29H50O2,e,0
1244,camp_e,"3,5-Cyclic Adenosine Monophosphate",C10H11N5O6P,e,-1
1245,chsterol_e,Cholesterol,C27H46O,e,0
1246,cmp_e,Cytidine 5'-Monophosphate,C9H12N3O8P,e,-2
1247,dhf_e,"7,8-Dihydrofolate",C19H19N7O6,e,-2
1248,digalsgalside_hs_e,Digalactosylceramidesulfate,,e,0
1249,fuc13galacglcgal14acglcgalgluside_hs_e,Iii3Fuc-Nlc6Cer,C64H112N3O36FULLRCO,e,0
1250,fuc14galacglcgalgluside_hs_e,Lea Glycolipid,C50H89N2O26FULLRCO,e,0
1251,fucacgalfucgalacglcgalgluside_hs_e,(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,,e,0
1252,fucacngal14acglcgalgluside_hs_e,"Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer",C62H106N3O35,e,-1
1253,fucacngalacglcgalgluside_hs_e,"Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer",C61H105N3O34FULLRCO,e,-1
1254,fucfuc12gal14acglcgalgluside_hs_e,Ley Glycolipid,,e,0
1255,fucfuc132galacglcgal14acglcgalgluside_hs_e,"V3Fuc,Iii3Fuc-Nlc6Cer",C70H122N3O40FULLRCO,e,0
1256,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1,C90H155N4O54FULLRCO,e,0
1257,fucfucfucgalacglcgal14acglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1,C76H132N3O44FULLRCO,e,0
1258,fucfucgalacglcgalgluside_hs_e,Leb Glycolipid,,e,0
1259,fucgal14acglcgalgluside_hs_e,Lacto-N-Fucopentaosyl Iii Ceramide,C50H89N2O26FULLRCO,e,0
1260,fucgalfucgalacglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,,e,0
1261,fucgalgbside_hs_e,Fucosyl Galactosylgloboside,C56H99N2O31FULLRCO,e,0
1262,fuc_L_e,L-Fucose,C6H12O5,e,0
1263,galacglcgalgbside_hs_e,Gal-GlcNac-Gal Globoside,C64H112N3O37FULLRCO,e,0
1264,galfuc12gal14acglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1,C56H99N2O31FULLRCO,e,0
1265,galfucgalacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1,,e,0
1266,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,(Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1,,e,0
1267,galgalgalthcrm_hs_e,Gal-Gal-Gal-Gal-Gal-Glc-Cer,C54H96NO32FULLRCO,e,0
1268,gbside_hs_e,Globoside,,e,0
1269,gchola_e,Glycocholate,C26H42NO6,e,-1
1270,gd1b2_hs_e,Gd1Beta,C66H111N4O38FULLRCO,e,-2
1271,gd1c_hs_e,Gd1C,C66H111N4O38FULLRCO,e,-2
1272,gdp_e,Guanosine-5'-Diphosphate,C10H13N5O11P2,e,-2
1273,gluala_e,5-L-Glutamyl-L-Alanine,C8H13N2O5,e,-1
1274,glyc_S_e,(S)-Glycerate,C3H5O4,e,-1
1275,glygn5_e,"Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])",C12H21O11X,e,0
1276,gmp_e,Guanosine-5'-Monophosphate,C10H12N5O8P,e,-2
1277,gp1c_hs_e,Gp1C,C99H159N7O62FULLRCO,e,-5
1278,gp1calpha_hs_e,Gp1C Alpha,,e,0
1279,gq1b_hs_e,Gq1B,,e,0
1280,gq1balpha_hs_e,Gq1Balpha,,e,0
1281,gsn_e,Guanosine,C10H13N5O5,e,0
1282,gt1a_hs_e,Gt1A,,e,0
1283,gthox_e,Glutathione Disulfide (Oxidized Glutathione),C20H30N6O12S2,e,-2
1284,gthrd_e,Reduced Glutathione,C10H16N3O6S,e,-1
1285,gtp_e,Guanosine-5'-Triphosphate,C10H13N5O14P3,e,-3
1286,h2o2_e,Hydrogen Peroxide,H2O2,e,0
1287,ha_e,Hyaluronan,C28H42N2O23,e,-2
1288,ha_pre1_e,"Hyaluronan Biosynthesis, Precursor 1",C14H20NO11,e,-1
1289,hcoumarin_e,Umbelliferone,C9H6O3,e,0
1290,hdca_e,Hexadecanoate (N-C16:0),C16H31O2,e,-1
1291,hdcea_e,Hexadecenoate (N-C16:1),C16H29O2,e,-1
1292,hestratriol_e,4-Hydroxyestradiol,C18H24O3,e,0
1293,hexc_e,Cerotic Acid,C26H51O2,e,-1
1294,hista_e,Histamine,C5H10N3,e,1
1295,hom_L_e,L-Homoserine,C4H9NO3,e,0
1296,hpdca_e,Margaric Acid,C17H33O2,e,-1
1297,hspg_e,Heparan Sulfate Proteoglycan,C79H113N5O101S12X,e,-13
1298,htaxol_e,6 Alpha Hydroxy Taxol/ 6 Alpha Hydroxy Paclitaxel,C47H51NO15,e,0
1299,idp_e,Inosine-5'-Diphosphate,C10H12N4O11P2,e,-2
1300,imp_e,Inosine-5'-Monophosphate,C10H11N4O8P,e,-2
1301,inost_e,Myo-Inositol,C6H12O6,e,0
1302,ksi_e,Keratan Sulfate I,C28H44N2O32S4,e,-4
1303,ksi_deg1_e,"Keratan Sulfate I, Degradation Product 1",C241H383N17O209S12X,e,-13
1304,ksii_core2_e,Keratan Sulfate Ii (Core 2-Linked),C81H129N6O67S3X,e,-4
1305,ksii_core4_e,Keratan Sulfate Ii (Core 4-Linked),C89H142N7O72S3X,e,-4
1306,leuktrA4_e,Leukotriene A4,C20H29O3,e,-1
1307,leuktrB4_e,Leukotriene B4,C20H31O4,e,-1
1308,leuktrC4_e,Leukotriene C4,C30H45N3O9S,e,-2
1309,leuktrD4_e,Leukotriene D4,C25H39N2O6S,e,-1
1310,leuktrE4_e,Leukotriene E4,C23H36NO5S,e,-1
1311,leuktrF4_e,Leukotriene F4,C28H42N2O8S,e,-2
1312,lgnc_e,Lignocerate,C24H47O2,e,-1
1313,limnen_e,Limonene,C10H16,e,0
1314,lipoate_e,Lipoate,C8H13O2S2,e,-1
1315,lneldc_e,Linoelaidic Acid (All Trans C18:2),C18H31O2,e,-1
1316,lnlc_e,Linoleate,C18H31O2,e,-1
1317,lnlnca_e,Alpha-Linolenate,C18H29O2,e,-1
1318,lnlncg_e,Gamma-Linolenate,C18H29O2,e,-1
1319,lpchol_hs_e,1-Acyl-Sn-Glycero-3-Phosphocholine,,e,0
1320,mag_hs_e,Monoacylglycerol 2,,e,0
1321,meoh_e,Methanol,CH4O,e,0
1322,mercplaccys_e,3-Mercaptolactate-Cysteine Disulfide,C6H10NO5S2,e,-1
1323,mthgxl_e,Methylglyoxal,C3H4O2,e,0
1324,n2m2nmasn_e,"N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,3-(N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,6)-(N-Acetyl-Beta-D-Glucosaminyl-1,4)-Beta-D-Mannosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-R",C58H96N5O40X,e,0
1325,nad_e,Nicotinamide Adenine Dinucleotide,C21H27N7O14P2,e,0
1326,nadp_e,Nicotinamide Adenine Dinucleotide Phosphate,C21H26N7O17P3,e,-2
1327,ncam_e,Nicotinamide,C6H6N2O,e,0
1328,nifedipine_e,Nifedipine,C17H18N2O6,e,0
1329,no_e,Nitric Oxide,HNO,e,0
1330,npthl_e,Naphthalene,C10H8,e,0
1331,nrpphr_e,Norepinephrine,C8H12NO3,e,1
1332,nrpphrsf_e,Sulfate Derivative Of Norepinephrine,C8H11NO6S,e,0
1333,nrvnc_e,Nervonic Acid,C24H45O2,e,-1
1334,o2s_e,Superoxide,HO2,e,-1
1335,oagd3_hs_e,9-O-Acetylated Gd3,C56H93N3O30,e,-2
1336,oagt3_hs_e,9-O-Acetylated Gt3,C65H106N4O37FULLRCO,e,-3
1337,ocdca_e,Octadecanoate (N-C18:0),C18H35O2,e,-1
1338,ocdcea_e,Octadecenoate (N-C18:1),C18H33O2,e,-1
1339,octa_e,Octanoate (N-C8:0),C8H15O2,e,-1
1340,omeprazole_e,Omeprazole,C17H19N3O3S,e,0
1341,onpthl_e,Naphthalene Epoxide,C10H8O,e,0
1342,paf_hs_e,1-Alkyl 2-Acteylglycerol 3-Phosphocholine,,e,0
1343,pchol_hs_e,Phosphatidylcholine,,e,0
1344,pe_hs_e,Phosphatidylethanolamine,C41H82NO8P,e,0
1345,peplys_e,Peptidyl-L-Lysine,,e,0
1346,perillyl_e,Perillyl Alcohol,C10H16O,e,0
1347,pglyc_hs_e,Phosphatidylglycerol,,e,0
1348,pheacgln_e,(2S)-4-Carbamoyl-2-(2-Phenylacetamido)Butanoate,C13H15N2O4,e,-1
1349,phyQ_e,Phylloquinone,C31H46O2,e,0
1350,phyt_e,Phytanate,C20H39O2,e,-1
1351,prgstrn_e,Progesterone,C21H30O2,e,0
1352,pro_D_e,D-Proline,C5H9NO2,e,0
1353,prostgd2_e,Prostaglandin D2,C20H31O5,e,-1
1354,prostge1_e,Prostaglandin E1,C20H33O5,e,-1
1355,prostge2_e,Prostaglandin E2,C20H31O5,e,-1
1356,prostgf2_e,Prostaglandin F2Alpha,C20H33O5,e,-1
1357,ps_hs_e,Phosphatidylserine,C13H23NO10P,e,-1
1358,ptdca_e,Pentadecanoic Acid,C15H29O2,e,-1
1359,rbt_e,D-Ribitol,C5H12O5,e,0
1360,retfa_e,Fatty Acid Retinol,C20H29OFULLR2CO,e,0
1361,retinol_e,Retinol,C20H30O,e,0
1362,retinol_9_cis_e,9-Cis-Retinol,C20H30O,e,0
1363,retinol_cis_11_e,11-Cis-Retinol,C20H30O,e,0
1364,retn_e,All-Trans-Retinoate,C20H27O2,e,-1
1365,retnglc_e,Retinoyl Glucuronide,C26H35O8,e,-1
1366,Rtotal_e,R Total,CO2FULLR,e,-1
1367,Rtotal2_e,R Total 2 Position,,e,0
1368,Rtotal3_e,R Total 3 Position,,e,0
1369,s2l2fn2m2masn_e,Pa6,C90H145N6O65X,e,-2
1370,s2l2n2m2masn_e,De-Fuc Form Of Pa6,C84H135N6O61X,e,-2
1371,sarcs_e,Sarcosine,C3H7NO2,e,0
1372,ser_D_e,D-Serine,C3H7NO3,e,0
1373,sl_L_e,(S)-3-Sulfonatolactate,C3H4O6S,e,-2
1374,spc_hs_e,Sphingosylphosphorylcholine,C23H50N2O5P,e,1
1375,sph1p_e,"(2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate",C18H39NO5P,e,-1
1376,sphs1p_e,Sphingosine 1-Phosphate,C18H37NO5P,e,-1
1377,srtn_e,Serotonin,C10H13N2O,e,1
1378,strdnc_e,"Stearidonic Acid C18:4, N-3",C18H27O2,e,-1
1379,tag_hs_e,Triglyceride,,e,0
1380,tagat_D_e,D-Tagatose,C6H12O6,e,0
1381,taxol_e,Paclitaxel,C47H51NO14,e,0
1382,tchola_e,Taurocholic acid,C26H44NO7S,e,-1
1383,tcynt_e,Thiocyanate,CNS,e,-1
1384,tdchola_e,Taurochenodeoxycholate,C26H44NO6S,e,-1
1385,tethex3_e,"6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoic Acid",C24H35O2,e,-1
1386,tetpent3_e,"9Z,12Z,15Z,18Z,21Z-Tetracosapentaenoic Acid",C24H37O2,e,-1
1387,tetpent6_e,"6Z,9Z,12Z,15Z,18Z-Tetracosapentaenoic Acid",C24H37O2,e,-1
1388,tettet6_e,"9Z,12Z,15Z,18Z-Tetracosatetraenoic Acid",C24H39O2,e,-1
1389,thf_e,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,e,-2
1390,thmmp_e,Thiamin Monophosphate,C12H17N4O4PS,e,0
1391,thmtp_e,Thiamine-Triphosphate,C12H18N4O10P3S,e,-1
1392,thym_e,Thymine,C5H6N2O2,e,0
1393,thyox_L_e,L-Thyroxine,C15H11NO4I4,e,0
1394,tmndnc_e,"Timnodonic Acid C20:5, N-3",C20H29O2,e,-1
1395,tolbutamide_e,Tolbutamide,C12H17N2O3S,e,-1
1396,triodthy_e,"3,3,5-Triiodo-L-Thyronine",C15H12NO4I3,e,0
1397,triodthysuf_e,Triiodothyronine Sulfate,C15H11NO7SI3,e,-1
1398,tststerone_e,Testosterone,C19H28O2,e,0
1399,tststeroneglc_e,Testosterone 3-Glucosiduronic Acid,C25H35O8,e,-1
1400,tststerones_e,Testosterone Sulfate,C19H27O5S,e,-1
1401,tsul_e,Thiosulfate,HO3S2,e,-1
1402,ttdca_e,Tetradecanoic Acid,C14H27O2,e,-1
1403,txa2_e,Thromboxane A2,C20H31O5,e,-1
1404,tymsf_e,Tyramine O-Sulfate,C8H11NO4S,e,0
1405,Tyr_ggn_e,Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis),,e,0
1406,udp_e,Uridine Diphosphate,C9H12N2O12P2,e,-2
1407,ump_e,Uridine-5'-Monophosphate,C9H11N2O9P,e,-2
1408,urate_e,Urate,C5H4N4O3,e,0
1409,utp_e,Uridine-5'-TrIphosphate,C9H12N2O15P3,e,-3
1410,vacc_e,Vaccenic Acid,C18H33O2,e,-1
1411,vitd3_e,Calciol,C27H44O,e,0
1412,whddca_e,Omega Hydroxy Dodecanoate (N-C12:0),C12H23O3,e,-1
1413,whhdca_e,Omega Hydroxy Hexadecanoate (N-C16:0),C16H31O3,e,-1
1414,whtststerone_e,W Hydroxy Testosterone,C19H28O3,e,0
1415,whttdca_e,Omega Hydroxy Tetradecanoate (N-C14:0),C14H27O3,e,-1
1416,xolest_hs_e,Cholesterol Ester,,e,0
1417,xolest2_hs_e,Cholesterol Ester,C27H45FULLR2CO2,e,0
1418,xoltri24_e,"(24S)-7Alpha,24-Dihydroxycholesterol",C27H46O3,e,0
1419,xoltri25_e,"7Alpha,25-Dihydroxycholesterol",C27H46O3,e,0
1420,xoltri27_e,"7Alpha,27-Dihydroxycholesterol",C27H46O3,e,0
1421,xylt_e,Xylitol,C5H12O5,e,0
1422,yvite_e,(+)-Gama-Tocopherol,C28H48O2,e,0
1423,f1a_g,F1Alpha,C22H37N2O15X,g,0
1424,f1a_l,F1Alpha,C22H37N2O15X,l,0
1425,fuc1p_L_c,L-Fucose 1-Phosphate,C6H11O8P,c,-2
1426,gdpfuc_c,Guanosine-5'-Diphosphate-L-Fucose,C16H23N5O15P2,c,-2
1427,gdp_g,Guanosine-5'-Diphosphate,C10H13N5O11P2,g,-2
1428,gdpfuc_g,Guanosine-5'-Diphosphate-L-Fucose,C16H23N5O15P2,g,-2
1429,ddca_c,Dodecanoic Acid,C12H23O2,c,-1
1430,ttdca_c,Tetradecanoic Acid,C14H27O2,c,-1
1431,ttdcea_c,9E-Tetradecenoic Acid (N-C14:1),C14H25O2,c,-1
1432,hdca_c,Hexadecanoate (N-C16:0),C16H31O2,c,-1
1433,hdcea_c,Hexadecenoate (N-C16:1),C16H29O2,c,-1
1434,ocdca_c,Octadecanoate (N-C18:0),C18H35O2,c,-1
1435,ocdcea_c,Octadecenoate (N-C18:1),C18H33O2,c,-1
1436,lnlc_c,Linoleate,C18H31O2,c,-1
1437,lneldc_c,Linoelaidic Acid (All Trans C18:2),C18H31O2,c,-1
1438,ptdca_c,Pentadecanoic Acid,C15H29O2,c,-1
1439,ptdcacoa_c,Pentadecanoyl Coenzyme A,C36H60N7O17P3S,c,-4
1440,hpdca_c,Margaric Acid,C17H33O2,c,-1
1441,hpdcacoa_c,Heptadecanoyl Coenzyme A,C38H64N7O17P3S,c,-4
1442,vacc_c,Vaccenic Acid,C18H33O2,c,-1
1443,lnlncg_c,Gamma-Linolenate,C18H29O2,c,-1
1444,lnlnca_c,Alpha-Linolenate,C18H29O2,c,-1
1445,strdnc_c,"Stearidonic Acid C18:4, N-3",C18H27O2,c,-1
1446,pristcoa_c,Pristanoyl Coenzyme A,C40H68N7O17P3S,c,-4
1447,tmndnc_c,"Timnodonic Acid C20:5, N-3",C20H29O2,c,-1
1448,phyt_c,Phytanate,C20H39O2,c,-1
1449,phytcoa_c,Phytanoyl Coenzyme A,C41H70N7O17P3S,c,-4
1450,lgnc_c,Lignocerate,C24H47O2,c,-1
1451,nrvnc_c,Nervonic Acid,C24H45O2,c,-1
1452,tettet6_c,"9Z,12Z,15Z,18Z-Tetracosatetraenoic Acid",C24H39O2,c,-1
1453,tetpent6_c,"6Z,9Z,12Z,15Z,18Z-Tetracosapentaenoic Acid",C24H37O2,c,-1
1454,tetpent3_c,"9Z,12Z,15Z,18Z,21Z-Tetracosapentaenoic Acid",C24H37O2,c,-1
1455,tethex3_c,"6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoic Acid",C24H35O2,c,-1
1456,hexc_c,Cerotic Acid,C26H51O2,c,-1
1457,occoa_c,Octanoyl Coenzyme A (N-C8:0 Coenzyme A),C29H46N7O17P3S,c,-4
1458,octa_c,Octanoate (N-C8:0),C8H15O2,c,-1
1459,malcoa_c,Malonyl Coenzyme A,C24H33N7O19P3S,c,-5
1460,whddca_c,Omega Hydroxy Dodecanoate (N-C12:0),C12H23O3,c,-1
1461,whttdca_c,Omega Hydroxy Tetradecanoate (N-C14:0),C14H27O3,c,-1
1462,whhdca_c,Omega Hydroxy Hexadecanoate (N-C16:0),C16H31O3,c,-1
1463,fald_c,Formaldehyde,CH2O,c,0
1464,Sfglutth_c,S-Formylglutathionate,C11H16N3O7S,c,-1
1465,fald_l,Formaldehyde,CH2O,l,0
1466,tdcoa_m,Myristoyl Coenzyme A,C35H58N7O17P3S,m,-4
1467,ptdcacoa_m,Pentadecanoyl Coenzyme A,C36H60N7O17P3S,m,-4
1468,occoa_m,Octanoyl Coenzyme A (N-C8:0 Coenzyme A),C29H46N7O17P3S,m,-4
1469,hpdcacoa_m,Heptadecanoyl Coenzyme A,C38H64N7O17P3S,m,-4
1470,stcoa_x,Stearoyl Coenzyme A (N-C18:0 Coenzyme A),C39H66N7O17P3S,x,-4
1471,octd11ecoa_m,11-Octadecenoyl Coenzyme A,C39H64N7O17P3S,m,-4
1472,lnlccoa_m,Linoleic Coenzyme A,C39H62N7O17P3S,m,-4
1473,lneldccoa_m,"(6Z,9Z)-Octadecadienoyl Coenzyme A",C39H62N7O17P3S,m,-4
1474,lnlncacoa_m,Alpha-Linolenoyl Coenzyme A,C39H60N7O17P3S,m,-4
1475,lnlncgcoa_m,Gamma-Linolenoyl Coenzyme A,C39H60N7O17P3S,m,-4
1476,lnlncgcoa_x,Gamma-Linolenoyl Coenzyme A,C39H60N7O17P3S,x,-4
1477,strdnccoa_m,Stearidonoyl Coenzyme A,C39H58N7O17P3S,m,-4
1478,strdnccoa_x,Stearidonoyl Coenzyme A,C39H58N7O17P3S,x,-4
1479,tmndnccoa_m,"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A",C41H60N7O17P3S,m,-4
1480,tmndnccoa_x,"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A",C41H60N7O17P3S,x,-4
1481,odecoa_x,Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A),C39H64N7O17P3S,x,-4
1482,nrvnccoa_x,Cis-15-Tetracosenoyl Coenzyme A,C45H76N7O17P3S,x,-4
1483,tettet6coa_x,"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A",C45H70N7O17P3S,x,-4
1484,tetpent3coa_x,"(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl Coenzyme A",C45H68N7O17P3S,x,-4
1485,tetpent6coa_x,"Tetracosa-6,9,12,15,18-All-Cis-Pentaenoyl Coenzyme A",C45H68N7O17P3S,x,-4
1486,tethex3coa_x,"Tetracosa-6,9,12,15,18,21-All-Cis-Hexaenoyl Coenzyme A",C45H66N7O17P3S,x,-4
1487,hexccoa_x,Hexacosanoyl Coenzyme A,C47H82N7O17P3S,x,-4
1488,dcacoa_c,Decanoyl Coenzyme A (N-C10:0 Coenzyme A),C31H50N7O17P3S,c,-4
1489,ddcacoa_c,Lauroyl Coenzyme A,C33H54N7O17P3S,c,-4
1490,xu1p_D_c,D-Xylulose 1-Phosphate,C5H9O8P,c,-2
1491,gcald_c,Glycolaldehyde,C2H4O2,c,0
1492,glyald_c,D-Glyceraldehyde,C3H6O3,c,0
1493,tag1p_D_c,D-Tagatose 1-Phosphate,C6H11O9P,c,-2
1494,f6p_c,D-Fructose 6-Phosphate,C6H11O9P,c,-2
1495,f26bp_c,"Beta-D-Fructofuranose 2,6-Bisphosphate",C6H10O12P2,c,-4
1496,fe2_m,Iron (Fe2+),Fe,m,2
1497,pheme_m,Protoheme,C34H30FeN4O4,m,-2
1498,ppp9_m,Protoporphyrin,C34H32N4O4,m,-2
1499,formcoa_c,Formyl Coenzyme A,C22H32N7O17P3S,c,-4
1500,fe2_e,Iron (Fe2+),Fe,e,2
1501,fe2_c,Iron (Fe2+),Fe,c,2
1502,fe3_e,Iron (Fe3+),Fe,e,3
1503,fuc_L_c,L-Fucose,C6H12O5,c,0
1504,Lfmkynr_c,N-Formyl-L-Kynurenine,C11H12N2O4,c,0
1505,Lkynr_c,L-Kynurenine,C10H12N2O3,c,0
1506,fol_c,Folate,C19H17N7O6,c,-2
1507,fol_e,Folate,C19H17N7O6,e,-2
1508,formcoa_x,Formyl Coenzyme A,C22H32N7O17P3S,x,-4
1509,for_m,Formate,CHO2,m,-1
1510,for_r,Formate,CHO2,r,-1
1511,5dhf_m,Pentaglutamyl Folate (Dhf),C39H48N11O18,m,-1
1512,thf_m,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,m,-2
1513,frdp_x,Farnesyl Diphosphate,C15H26O7P2,x,-2
1514,frdp_r,Farnesyl Diphosphate,C15H26O7P2,r,-2
1515,fru_e,D-Fructose,C6H12O6,e,0
1516,fru_c,D-Fructose,C6H12O6,c,0
1517,thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,c,-2
1518,fuc13galacglcgal14acglcgalgluside_hs_c,Iii3Fuc-Nlc6Cer,C64H112N3O36FULLRCO,c,0
1519,fuc13galacglcgal14acglcgalgluside_hs_g,Iii3Fuc-Nlc6Cer,C64H112N3O36FULLRCO,g,0
1520,fuc14galacglcgalgluside_hs_c,Lea Glycolipid,C50H89N2O26FULLRCO,c,0
1521,fuc14galacglcgalgluside_hs_g,Lea Glycolipid,C50H89N2O26FULLRCO,g,0
1522,fucacgalfucgalacglcgalgluside_hs_c,(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,,c,0
1523,fucacgalfucgalacglcgalgluside_hs_g,(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,,g,0
1524,fucacngal14acglcgalgluside_hs_c,"Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer",C62H106N3O35,c,-1
1525,fucacngal14acglcgalgluside_hs_g,"Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer",C62H106N3O35,g,-1
1526,fucacngalacglcgalgluside_hs_c,"Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer",C61H105N3O34FULLRCO,c,-1
1527,fucacngalacglcgalgluside_hs_g,"Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer",C61H105N3O34FULLRCO,g,-1
1528,fuc_L_l,L-Fucose,C6H12O5,l,0
1529,ksi_l,Keratan Sulfate I,C28H44N2O32S4,l,-4
1530,ksi_deg1_l,"Keratan Sulfate I, Degradation Product 1",C241H383N17O209S12X,l,-13
1531,s2l2fn2m2masn_l,Pa6,C90H145N6O65X,l,-2
1532,s2l2n2m2masn_l,De-Fuc Form Of Pa6,C84H135N6O61X,l,-2
1533,fucfuc12gal14acglcgalgluside_hs_c,Ley Glycolipid,,c,0
1534,fucfuc12gal14acglcgalgluside_hs_g,Ley Glycolipid,,g,0
1535,fucfuc132galacglcgal14acglcgalgluside_hs_c,"V3Fuc,Iii3Fuc-Nlc6Cer",C70H122N3O40FULLRCO,c,0
1536,fucfuc132galacglcgal14acglcgalgluside_hs_g,"V3Fuc,Iii3Fuc-Nlc6Cer",C70H122N3O40FULLRCO,g,0
1537,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_c,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1,C90H155N4O54FULLRCO,c,0
1538,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1,C90H155N4O54FULLRCO,g,0
1539,fucfucfucgalacglcgal14acglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1,C76H132N3O44FULLRCO,c,0
1540,fucfucfucgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1,C76H132N3O44FULLRCO,g,0
1541,fucfucgalacglcgalgluside_hs_c,Leb Glycolipid,,c,0
1542,fucfucgalacglcgalgluside_hs_g,Leb Glycolipid,,g,0
1543,fucgal14acglcgalgluside_hs_c,Lacto-N-Fucopentaosyl Iii Ceramide,C50H89N2O26FULLRCO,c,0
1544,fucgal14acglcgalgluside_hs_g,Lacto-N-Fucopentaosyl Iii Ceramide,C50H89N2O26FULLRCO,g,0
1545,fucgalfucgalacglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,,c,0
1546,fucgalfucgalacglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,,g,0
1547,fucgalgbside_hs_c,Fucosyl Galactosylgloboside,C56H99N2O31FULLRCO,c,0
1548,fucgalgbside_hs_g,Fucosyl Galactosylgloboside,C56H99N2O31FULLRCO,g,0
1549,4fumacac_c,4-Fumarylacetoacetate,C8H6O6,c,-2
1550,fum_m,Fumarate,C4H2O4,m,-2
1551,so4_m,Sulfate,O4S,m,-2
1552,so4_c,Sulfate,O4S,c,-2
1553,tsul_m,Thiosulfate,HO3S2,m,-1
1554,tsul_c,Thiosulfate,HO3S2,c,-1
1555,acngalacglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)1 (Cer)1,X,g,0
1556,fucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)1 (Cer)1,,g,0
1557,fucfucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1,C84H145N4O50FULLRCO,g,0
