,harmonic_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality,load_centrality,katz_centrality_numpy,pagerank,information_centrality,global_reaching_centrality
C6DCe,2168.9928571427545,2.2722510524620333e-06,0.0002703067982159752,0.27952398942198714,0.0002703067982159752,0.011568815938434531,0.00013513559000176648,0.00017589405531936398,0.2110179478678302
C80CPT1,3166.9833333337333,0.0031707893616505496,0.0005703428834364188,0.38793058249882034,0.0005854841316818874,0.011604313599589237,0.00013513557367368,0.0007970233360951192,0.2110179478678302
sink_c81coa_c,2167.659523809423,2.2706165296438683e-06,0.0,0.27948175568482286,0.0,0.011568584564431267,0.00013513378819996467,0.000115569339100362,0.2110179478678302
C81CPT1,3166.1500000003994,0.003170684399062805,0.0008237142163662561,0.38786957433424196,0.0008280751118965013,0.011604197874126447,0.00013513676475423615,0.0007969308342549604,0.2110179478678302
C81CRNe,2168.3261904760884,2.2706176898783893e-06,0.000270306798215975,0.27950287095799337,0.0002703067982159752,0.011568700250273362,0.00013513513955131602,0.00011559605782037164,0.2110179478678302
C8CRNe,2168.659523809421,2.270694903198554e-06,0.00027030679821597514,0.2795345498507688,0.00027030679821597514,0.011568700251430615,0.00013513513953693107,0.0001155980038617159,0.2110179478678302
C8DCc,4164.71666666682,0.024834359772350396,0.0012812846376668303,0.4912362236090825,0.0011983291395996829,0.011738960354593283,0.0001351366670272437,0.0008093890534704697,0.2110179478678302
C8DCe,2577.3928571427023,1.7803365163657544e-05,0.00027030679821597525,0.3294887780548628,0.00027030679821597514,0.011568817285781713,0.00013513558651562783,0.00017630262653697191,0.2110179478678302
C9BRxtc,2212.476190476059,2.281845984883276e-06,1.4043424889226737e-05,0.28360611752079423,3.41746977216215e-05,0.01156893180984607,0.00013513447252376406,0.0002887870237207199,0.2110179478678302
DCATDc,1591.4369047621506,3.4063447027829706e-11,0.0002703067982159748,0.20837557733468515,0.00027030679821597514,0.011568699895341004,0.0001351358108108108,6.232771898408215e-05,0.2110179478678302
DCATDr,2052.176190476272,3.6885038222923926e-08,0.0005405405207903665,0.2631972111553785,0.0005405405207903672,0.011568700338707535,0.00013513446298779198,0.0001156306527515109,0.2110179478678302
DCSPTN1COAtxc,4370.266666666496,0.028959904941947025,0.0008156153064273697,0.5116520295968466,0.0008108200216311418,0.011777234650861806,0.0001351359690053364,0.0008100047818190891,0.2110179478678302
sink_dd2coa_c,2167.659523809423,2.2706165296438683e-06,0.0,0.27948175568482286,0.0,0.011568584564431267,0.00013513378819996467,0.00011556933910036112,0.2110179478678302
DDCRNe,2168.409523809422,2.2706185603082047e-06,0.0002703067982159751,0.2795134297910921,0.00027030679821597525,0.011568700250273373,0.00013513513955131602,0.00011559655307448563,0.2110179478678302
DDECCRNe,2168.159523809422,2.270616530474494e-06,0.000270306798215975,0.2794923129226004,0.0002703067982159752,0.011568700249116515,0.0001351351395657953,0.00011559597019782313,0.2110179478678302
DDECE1CRNe,2168.3261904760884,2.2706176898783893e-06,0.000270306798215975,0.27950287095799337,0.0002703067982159752,0.011568700250273362,0.00013513513955131602,0.000115596057820371,0.2110179478678302
DECCRNe,2168.409523809422,2.270618560309236e-06,0.00027030679821597514,0.2795134297910921,0.0002703067982159752,0.011568700250273373,0.00013513513955131602,0.00011559655307432314,0.2110179478678302
sink_decdicoa_c,2576.059523809369,1.779057172297619e-05,0.0,0.3294300979519145,0.0,0.01156858591176391,0.00013513378471382602,0.00011582786639716916,0.2110179478678302
DECDICRNe,2576.7261904760358,1.7790580827133708e-05,0.00027030679821597514,0.3294594353905067,0.0002703067982159752,0.011568701597606004,0.00013513513606517737,0.00011585470480370817,0.2110179478678302
DOCO13ECOAtxc,4367.099999999835,0.02895601374734846,0.0003464187149626797,0.5114044788498756,0.00031357197718226453,0.011776538478507211,0.00013513579839436276,0.0008099949534844592,0.2110179478678302
DOCO13EFATP,4212.133333333409,0.025684513691762882,0.0005458800319097748,0.4962774163257093,0.0005069396791313719,0.011746937198977202,0.00013513707987719922,0.00080953865617701,0.2110179478678302
DOCOSACT,4212.800000000074,0.02568452694725983,0.00104095356091077,0.49634399946333935,0.0009935720282615726,0.011747052889473177,0.0001351365168147199,0.0008095414938904706,0.2110179478678302
DOCOSACTDe,2600.983333333203,1.8414743477727927e-05,0.00027030679821597546,0.3327935951063734,0.000270306798215975,0.011568817367857845,0.00013513547386085167,0.00018315442426830567,0.2110179478678302
DOCOSACTDr,2675.4666666665635,1.8488454943256688e-05,2.3411500055248125e-05,0.34077929255711126,2.3204426777596112e-05,0.0115689339392762,0.00013513424217877795,0.00029860932131388227,0.2110179478678302
DOCOSADIACTD,2704.2833333332424,2.0497426686767536e-05,1.4977268708825887e-05,0.3438516590761223,1.806074784728976e-05,0.011568818002572654,0.00013513423856408003,0.00023843618390518589,0.2110179478678302
DOCOSCOAtxc,4367.099999999835,0.028956013796132756,0.00034642562038123323,0.5114044788498756,0.0003137315110976288,0.011776538479664185,0.00013513579838317198,0.0008099949533871885,0.2110179478678302
DOCOSDIACTD,2628.933333333209,2.0460576724084532e-05,0.00027030679821597514,0.3354794831104058,0.000270306798215975,0.0115688175592061,0.00013513558638709886,0.00017632841865620788,0.2110179478678302
EX_3bcrn,1663.211904762081,1.6244749850568193e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.231004394577748e-05,0.2110179478678302
EX_3ddcrn,1663.211904762081,1.6244755633533638e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.231004402454656e-05,0.2110179478678302
EX_3deccrn,1663.211904762081,1.6244755633549972e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.231004402449911e-05,0.2110179478678302
EX_3hdececrn,1891.039285714342,1.2736767841831068e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497805383886e-05,0.2110179478678302
EX_3hexdcrn,1663.211904762081,1.6244755633925558e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.231004403128965e-05,0.2110179478678302
EX_3ivcrn,1663.211904762081,1.6244749851343065e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.231004394661099e-05,0.2110179478678302
EX_3octdec2crn,1891.039285714342,1.2736767308885034e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497806335745e-05,0.2110179478678302
EX_3octdeccrn,1663.211904762081,1.6244755633294698e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.23100440223887e-05,0.2110179478678302
EX_3octdece1crn,1891.039285714342,1.2736767841564865e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.23849780538073e-05,0.2110179478678302
EX_3tdcrn,1663.211904762081,1.6244755636230164e-09,0.0,0.21845935811509049,0.0,0.011568584209498007,0.00013513445945945946,6.231004402429291e-05,0.2110179478678302
EX_3tetd7ecoacrn,1891.039285714342,1.2736767841564865e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497805380734e-05,0.2110179478678302
EX_3thexddcoacrn,1891.039285714342,1.2736767841564865e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497805380733e-05,0.2110179478678302
EX_3ttetddcoacrn,1891.039285714342,1.2736767841564865e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497805380731e-05,0.2110179478678302
EX_c101crn,1891.039285714342,1.273676700681773e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497381784496e-05,0.2110179478678302
EX_c10crn,1663.0785714287479,1.6244738970630242e-09,0.0,0.21844645862242035,0.0,0.011568584209497997,0.00013513445945945946,6.230987466720615e-05,0.2110179478678302
EX_c10dc,1663.4119047620811,1.6256456584698389e-09,0.0,0.21846580843273886,0.0,0.011568584210654891,0.00013513423423423425,7.643366359018981e-05,0.2110179478678302
EX_c12dc,1891.2892857143418,1.2745912448204098e-08,0.0,0.24783948549608092,0.0,0.011568584210668158,0.00013513423423423425,7.651071218909022e-05,0.2110179478678302
EX_c16dc,1891.089285714342,1.273676710435382e-08,0.0,0.24783118405627197,0.0,0.011568584209511278,0.00013513445945945946,6.238498093142524e-05,0.2110179478678302
EX_c3dc,1674.0952380954045,1.6431143299964692e-09,0.0,0.21997264835295516,0.0,0.011568584209498021,0.00013513445945945946,6.231049709605264e-05,0.2110179478678302
EX_c4crn,1663.7452380954144,1.6269427610944181e-09,0.0,0.2184851616713421,0.0,0.011568584211811807,0.00013513412162162163,8.466236677679894e-05,0.2110179478678302
EX_c4dc,1663.4119047620811,1.6256456584698389e-09,0.0,0.21846580843273886,0.0,0.011568584210654891,0.00013513423423423425,7.64336635901897e-05,0.2110179478678302
EX_c51crn,1663.361904762081,1.6244766314326688e-09,0.0,0.21847871021083093,0.0,0.011568584209498007,0.00013513445945945946,6.231013022541412e-05,0.2110179478678302
EX_c5dc,1891.039285714342,1.273676957486862e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238498060563011e-05,0.2110179478678302
EX_c6crn,1663.4952380954144,1.6256482135720926e-09,0.0,0.21847225913130777,0.0,0.011568584210654901,0.00013513423423423425,7.643387474807629e-05,0.2110179478678302
EX_c6dc,1663.4119047620811,1.6256456584698389e-09,0.0,0.21846580843273886,0.0,0.011568584210654891,0.00013513423423423425,7.643366359019002e-05,0.2110179478678302
EX_c81crn,1663.1619047620811,1.624474728318684e-09,0.0,0.2184529081783289,0.0,0.011568584209498007,0.00013513445945945946,6.230990012636753e-05,0.2110179478678302
EX_c8crn,1663.3452380954143,1.6245339300967341e-09,0.0,0.21847225913130777,0.0,0.011568584209498021,0.00013513445945945946,6.231046555364505e-05,0.2110179478678302
EX_c8dc,1891.2892857143418,1.2745912448204095e-08,0.0,0.24783948549608092,0.0,0.011568584210668158,0.00013513423423423425,7.651071218909006e-05,0.2110179478678302
EX_ddece1crn,1663.1619047620811,1.624474728318684e-09,0.0,0.2184529081783289,0.0,0.011568584209498007,0.00013513445945945946,6.230990012636747e-05,0.2110179478678302
EX_ddecrn,1663.0785714287479,1.6244738970630242e-09,0.0,0.21844645862242035,0.0,0.011568584209497997,0.00013513445945945946,6.23098746672061e-05,0.2110179478678302
EX_decdicrn,1891.039285714342,1.273676700681773e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497381784467e-05,0.2110179478678302
EX_doco13ac,2594.1761904760497,1.840146903119869e-05,0.0,0.3316896041601291,0.0,0.01156858599151972,0.00013513378467224621,0.00011583094592938278,0.2110179478678302
EX_docosac,1904.3547619048104,1.3187444730654743e-08,0.0,0.24970470115757146,0.0,0.01156858421066897,0.00013513423423423425,7.777335767687187e-05,0.2110179478678302
EX_docosdiac,1918.4547619048155,1.4657906902377772e-08,0.0,0.2512137982548467,0.0,0.011568584210670856,0.00013513423423423425,7.651556929967169e-05,0.2110179478678302
EX_ivcrn,1663.261904762081,1.6244773425538938e-09,0.0,0.21846580843273886,0.0,0.011568584209498007,0.00013513445945945946,6.231013983943055e-05,0.2110179478678302
EX_tdcrn,1663.1619047620811,1.6245041886750593e-09,0.0,0.2184529081783289,0.0,0.011568584209498007,0.00013513445945945946,6.231013807289232e-05,0.2110179478678302
EX_tetdec2crn,1891.039285714342,1.273676700681773e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497381784463e-05,0.2110179478678302
EX_tetdece1crn,1891.039285714342,1.273676700681773e-08,0.0,0.24782288317256163,0.0,0.011568584209511278,0.00013513445945945946,6.238497381784474e-05,0.2110179478678302
EX_dca_e,1303.4492063490998,4.7528344956031937e-14,0.0,0.1724467440451219,0.0,0.011568584209494491,0.00013513445945945946,4.265806525644688e-05,0.2110179478678302
FAOXC101C102m,3112.6261904764233,0.0018293381339877283,7.708623536142588e-06,0.36450071432090253,7.669316709030831e-06,0.011633617232563707,0.0001351350754881719,0.0008039770122410548,0.2110179478678302
FAOXC101C102x,2303.9095238093805,7.579447167834701e-06,1.4283975219309606e-07,0.2876525931109556,3.602569784523412e-07,0.011581225649312105,0.0001351345167468476,0.0007679055700244196,0.2110179478678302
FAOXC101C8m,3277.1000000004137,0.001882926813427248,0.0003016283104189129,0.38164749574457113,0.0002662384326608461,0.01165113608578244,0.00013513626322975971,0.0008057899929601731,0.2110179478678302
FAOXC101C8x,2918.766666666762,8.469486554809916e-05,0.00022828218991087046,0.35632073200096315,0.00024002772814275743,0.011605350270132224,0.00013513645874127668,0.0007950370566995908,0.2110179478678302
FAOXC101m,2198.9214285713188,6.180072918709084e-06,4.342713500374603e-08,0.27704347174897964,1.5796373400899145e-07,0.011569397723136159,0.00013513406919731915,0.00045821280438279523,0.2110179478678302
FAOXC101x,2041.6214285714973,1.1319629492348967e-07,0.0,0.262823245240125,0.0,0.011568700511282526,0.0001351337942895726,0.0002021032023978321,0.2110179478678302
FAOXC102C101m,3095.126190476408,0.0018070789484290297,5.330373331721474e-05,0.36330158106648336,4.273289110073293e-05,0.011631297033864646,0.0001351350748383328,0.0008036596303200059,0.2110179478678302
FAOXC102C101x,2741.949999999886,7.215820888559483e-05,0.0001061962124186238,0.3378538812785388,0.00010835439228788608,0.011593529013111841,0.0001351355924601338,0.0007881226561521742,0.2110179478678302
FAOXC102C103m,3112.6261904764233,0.0018293381339877283,7.708623536142588e-06,0.36450071432090253,7.669316709030831e-06,0.011633617232563707,0.0001351350754881719,0.0008039770122410284,0.2110179478678302
FAOXC102C103x,2303.9095238093805,7.5794471678170974e-06,1.4283992321788997e-07,0.2876525931109556,3.602569784523411e-07,0.011581225649312105,0.0001351345167468476,0.0007679055698960066,0.2110179478678302
FAOXC102C81m,3274.9333333337454,0.0018827748754284557,0.0002768376324036925,0.3815490924092409,0.0002597688126713905,0.011650673224992934,0.00013513641267719003,0.0008057510997898028,0.2110179478678302
FAOXC102C81x,2918.1000000000945,8.465007093824735e-05,0.00022514294864155993,0.3562864159483796,0.0002368491814929219,0.01160523457147436,0.00013513635477776725,0.0007949872702304973,0.2110179478678302
FAOXC102m,2186.7214285713358,2.7115709308471822e-06,0.0,0.27621607496173517,0.0,0.011568701340950331,0.00013513378820968468,0.00020260730109422742,0.2110179478678302
FAOXC102x,2041.3714285714973,1.1316416819002612e-07,0.0,0.26280457483838887,0.0,0.01156870051012554,0.00013513379430297805,0.0002021022776330472,0.2110179478678302
FAOXC103C102m,3094.6261904764074,0.0018065869071372143,0.00011375306364667146,0.3632837433102568,0.0001099961523385741,0.011631180713116656,0.00013513557909716127,0.0008036378651248677,0.2110179478678302
FAOXC103C102x,2741.949999999886,7.215820886238191e-05,0.00010624253881811937,0.3378538812785388,0.00010839806537610319,0.011593529013111831,0.0001351355924601338,0.0007881226395356091,0.2110179478678302
FAOXC10C10OHm,3217.116666667021,0.0018838238404866954,0.00011189494652036333,0.37638620408993795,0.0001332890682634798,0.011642554882440842,0.00013513611799426055,0.0008050061176463548,0.2110179478678302
FAOXC10C8m,3290.183333333758,0.0019036313241656963,0.00014448422337301093,0.38253541515872197,0.00012498419002300706,0.011653107205912713,0.0001351360508481933,0.0008059505480592381,0.2110179478678302
FAOXC10C8x,2945.3666666667878,8.789702519360277e-05,0.00010939108562443184,0.3583918624364253,0.00011851048445862983,0.011608709266094515,0.00013513613867856806,0.0007962946408513512,0.2110179478678302
FAOXC10DCC8DCx,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.00013513603471720866,0.0007962523095147359,0.2110179478678302
FAOXC11BRC9BRx,2962.86666666681,0.00010870218600502385,0.00015884455905138624,0.36055747770576485,0.00017669314916627274,0.011608826967324395,0.00013513641335824678,0.0007963484944076555,0.2110179478678302
FAOXC11C9m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717352,0.0008059236003194775,0.2110179478678302
FAOXC121C101m,3120.383333333605,0.0006466030478255143,7.41323797791236e-05,0.36983904828551434,0.0001155083668312719,0.011631496989420119,0.00013513574443419044,0.0008036706868334528,0.2110179478678302
FAOXC121C10x,2919.1000000000954,8.466124108492077e-05,0.00017641025326019683,0.35632073200096315,0.00017621314664257917,0.011605466199460759,0.00013513604120662985,0.000795089486486883,0.2110179478678302
FAOXC121x,2052.5714285715053,1.4330693844485e-07,0.0,0.2638636282586213,0.0,0.01156893235721938,0.00013513381207194054,0.0003232100054715835,0.2110179478678302
FAOXC122C101m,3274.9333333337454,0.0018827742651087102,0.0003384959592255679,0.3815490924092409,0.0002806134114009844,0.011650673224992959,0.00013513641267719003,0.0008057510708924857,0.2110179478678302
FAOXC122m,2191.8547619046612,1.872952023445573e-06,0.0,0.27668087652382023,0.0,0.01156870134180507,0.00013513378820038168,0.0002026065699662794,0.2110179478678302
FAOXC122x,2051.571428571504,1.2456065028756636e-07,0.0,0.2638448097564455,0.0,0.011568700663085218,0.00013513379192770064,0.0002022364113057596,0.2110179478678302
FAOXC123C102m,3274.9333333337454,0.0018827749366435466,0.0002530610126860637,0.3815490924092409,0.00023234996079305785,0.011650673224995097,0.00013513641267719003,0.000805751091900575,0.2110179478678302
FAOXC123C102x,2918.600000000095,8.46556746048151e-05,0.00019013370827998104,0.35630357314841565,0.0002007787483340547,0.011605350382573447,0.000135136367076185,0.0007950334758015867,0.2110179478678302
FAOXC123m,2191.8547619046612,2.7854939609663324e-06,0.0,0.27668087652382023,0.0,0.011568701557896669,0.00013513378756181208,0.00020264346100153663,0.2110179478678302
FAOXC123x,2051.571428571504,1.2456065028756636e-07,0.0,0.2638448097564455,0.0,0.011568700663085218,0.00013513379192770064,0.0002022364113057451,0.2110179478678302
FAOXC12C10m,3289.5166666670907,0.0019035565424157428,0.00014537412999247198,0.38249586435070304,0.0001274326916854897,0.011652991479275619,0.00013513600896261695,0.0008059416497757819,0.2110179478678302
FAOXC12C10x,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.00013513603471720866,0.0007962523095147519,0.2110179478678302
FAOXC12C12OHm,3217.116666667021,0.0018838227771061282,0.00011233620467915404,0.37638620408993795,0.00013395536766483903,0.011642554880118795,0.00013513612100060393,0.0008050061015802066,0.2110179478678302
FAOXC12DCC10DCx,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.00013513603471720863,0.0007962523095147524,0.2110179478678302
FAOXC12DCTc,2628.8761904760595,1.7854535860218034e-05,5.734619123192397e-06,0.3350389422206122,9.983064141567858e-06,0.011568817590841962,0.0001351342402830316,0.0002383429140517843,0.2110179478678302
FAOXC12DCc,4164.71666666682,0.024834359772350396,0.0012812846376668273,0.4912362236090825,0.0011983291395996827,0.011738960354593283,0.00013513666702724366,0.0008093890534704613,0.2110179478678302
FAOXC12DCx,2810.3833333332973,7.093697827245946e-05,0.00011121734876454187,0.3447327959744677,0.00012982077483008012,0.011599090818077862,0.00013513574484280507,0.0007921573662506191,0.2110179478678302
FAOXC13BRC11BRx,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.00013513603471720863,0.0007962523095147449,0.2110179478678302
FAOXC13C11m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717352,0.0008059236003194446,0.2110179478678302
FAOXC141C121m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717355,0.0008059236003194448,0.2110179478678302
FAOXC141C121x,2945.200000000121,8.785233921755017e-05,0.00022663961211845038,0.35837450353579386,0.00022378548051613814,0.011608709255603323,0.00013513637256630192,0.0007962820345086923,0.2110179478678302
FAOXC141C141OHm,3215.81666666702,0.0018836369697996483,5.700017036903839e-05,0.37629049483802063,7.187313563753957e-05,0.01164232320849198,0.00013513606859578755,0.0008049825063018749,0.2110179478678302
FAOXC142C122m,3119.3833333336047,0.0006439482495586653,9.9223797455618e-05,0.3698020791683327,0.00016305728251011413,0.011631264358923242,0.00013513624616742217,0.0008036325041514275,0.2110179478678302
FAOXC142C122x,2945.200000000121,8.785232388951446e-05,0.00024531168200643707,0.35837450353579386,0.00025435397176326114,0.011608709253286413,0.00013513671040413976,0.0007962735638870616,0.2110179478678302
FAOXC142C142OHm,3215.81666666702,0.0018836369697996483,5.700017036903839e-05,0.37629049483802063,7.187313563753957e-05,0.01164232320849198,0.00013513606859578755,0.0008049825063018725,0.2110179478678302
FAOXC143C123m,3289.0166666670907,0.0019034875286598884,0.00027020182894401984,0.3824760920134402,0.00024792931791951225,0.011652875728439333,0.00013513659444542371,0.0008059290630405931,0.2110179478678302
FAOXC143C123x,2945.200000000121,8.785232388951446e-05,0.00024531168200643707,0.35837450353579386,0.00025435397176326114,0.011608709253286413,0.00013513671040413976,0.0007962735638870508,0.2110179478678302
FAOXC14C12m,3289.5166666670907,0.0019035566824342565,0.00014502586320740238,0.38249586435070304,0.00012698701244704872,0.011652991478121572,0.00013513601041568294,0.0008059416248448118,0.2110179478678302
FAOXC14C12x,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.00013513603471720863,0.0007962523095147659,0.2110179478678302
FAOXC14C14OHm,3217.7833333336885,0.001883985583237128,0.000113283787405874,0.3764245014245014,0.00013419811218783002,0.011642670842675269,0.00013513612510485188,0.0008050179124567462,0.2110179478678302
FAOXC14DCC12DCx,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.0001351360347172086,0.0007962523095147599,0.2110179478678302
FAOXC15ATPx,2907.9333333334307,0.00010560490815492076,6.21863551812253e-05,0.357422346746534,7.20408729326311e-05,0.01159909353532046,0.00013513572729232634,0.00079213700798083,0.2110179478678302
FAOXC15BRC13BRx,2963.36666666681,0.0001294622857123212,0.00018760404397215015,0.3605750487329435,0.000160420606032029,0.011608944736966,0.00013513630151722856,0.0007964068901717483,0.2110179478678302
FAOXC15C13m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717355,0.0008059236003194819,0.2110179478678302
FAOXC15NADPx,2862.5666666666925,8.329869875897379e-05,0.00012774048557505742,0.35001655707460144,0.0001233532542294046,0.011601062808815276,0.000135136203423173,0.0007930802145861998,0.2110179478678302
FAOXC15NADx,2863.900000000027,8.20509624050711e-05,0.00012294751028219905,0.350132500473216,0.00010954165661001625,0.011601178764831075,0.00013513617202736986,0.000793139056724165,0.2110179478678302
FAOXC161C141m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717355,0.0008059236003194483,0.2110179478678302
FAOXC161C141x,2944.700000000121,8.785223060696386e-05,0.00010575723266247319,0.35835714631665616,0.00011468021014992275,0.01160859356743666,0.0001351360347172086,0.0007962523095147676,0.2110179478678302
FAOXC161C161OHm,3216.4833333336874,0.0018837975373788042,5.849013709297033e-05,0.3763287726972178,7.29215043180744e-05,0.01164243916756019,0.00013513607430104866,0.0008049944009011444,0.2110179478678302
FAOXC162C142m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717357,0.0008059236003194672,0.2110179478678302
FAOXC162C162OHm,3215.81666666702,0.0018836369697996483,5.700017036903839e-05,0.37629049483802063,7.187313563753957e-05,0.01164232320849198,0.00013513606859578758,0.0008049825063018704,0.2110179478678302
FAOXC163C142x,2918.1000000000945,8.465007093824735e-05,0.00022514294864155974,0.3562864159483796,0.000236849181492922,0.01160523457147436,0.0001351363547777672,0.0007949872702304964,0.2110179478678302
FAOXC163C143m,3288.5166666670902,0.0019034854021273665,0.00013342494981043865,0.38245632172025223,0.00011119162103257653,0.011652760042580718,0.00013513591876717357,0.0008059236003194431,0.2110179478678302
FAOXC163C164Gm,3112.6261904764233,0.0018293381339877283,7.708623536142588e-06,0.36450071432090253,7.669316709030831e-06,0.011633617232563707,0.00013513507548817196,0.0008039770122410602,0.2110179478678302
FAOXC163C164x,2304.0761904760475,7.579447166237295e-06,1.5201448175470514e-07,0.2876637766805334,3.7935529888790675e-07,0.011581225649312105,0.0001351345167468475,0.0007679055742906091,0.2110179478678302
FAOXC163GC142m,3274.9333333337454,0.0018827748754284557,0.0002768376324036925,0.3815490924092409,0.0002597688126713905,0.011650673224992934,0.00013513641267719008,0.0008057510997897699,0.2110179478678302
FAOXC163Gm,2186.7214285713358,2.7115709308471822e-06,0.0,0.27621607496173517,0.0,0.011568701340950331,0.00013513378820968468,0.00020260730109422696,0.2110179478678302
FAOXC163x,2041.3714285714973,1.1316416819001816e-07,0.0,0.26280457483838887,0.0,0.01156870051012554,0.00013513379430297805,0.00020210227763299053,0.2110179478678302
FAOXC164C143m,3274.9333333337454,0.0018827748754284557,0.00027683763240369245,0.3815490924092409,0.0002597688126713905,0.011650673224992934,0.00013513641267719008,0.0008057510997897968,0.2110179478678302
FAOXC164C143x,2918.1000000000945,8.465007093818366e-05,0.00022514290949189717,0.3562864159483796,0.00023684915261253076,0.01160523457147436,0.0001351363547777672,0.0007949872702374347,0.2110179478678302
FAOXC164C163x,2741.949999999886,7.21582088623793e-05,0.00010624209323493917,0.3378538812785388,0.00010839762247715875,0.011593529013111831,0.00013513559246013373,0.0007881226395338347,0.2110179478678302
FAOXC164C165m,3112.6261904764233,0.0018293381339877283,7.708623536142588e-06,0.36450071432090253,7.669316709030831e-06,0.011633617232563707,0.00013513507548817193,0.0008039770122410495,0.2110179478678302
FAOXC164C165x,2303.4095238093805,7.518367757755717e-06,1.2403117300627995e-07,0.2876414104109163,3.2789731949346406e-07,0.011581109596972054,0.00013513451238460843,0.0007675378382805246,0.2110179478678302
FAOXC164GC163m,3094.6261904764074,0.0018065869071372143,0.00011375306364667152,0.3632837433102568,0.0001099961523385743,0.011631180713116656,0.0001351355790971613,0.0008036378651248626,0.2110179478678302
FAOXC164m,2186.7214285713358,2.7115709308471822e-06,0.0,0.27621607496173517,0.0,0.011568701340950331,0.00013513378820968468,0.00020260730109422523,0.2110179478678302
FAOXC164x,2041.3714285714973,1.1316412707813591e-07,0.0,0.26280457483838887,0.0,0.011568700510125528,0.00013513379430297805,0.0002021022776726676,0.2110179478678302
FAOXC165C164m,3094.6261904764074,0.0018065869071372143,0.00011375306364667153,0.3632837433102568,0.00010999615233857431,0.011631180713116656,0.0001351355790971613,0.0008036378651248573,0.2110179478678302
FAOXC165C164x,2741.949999999886,7.215816313034336e-05,0.00010625319508779949,0.3378538812785388,0.00010841370287789844,0.011593529011951327,0.00013513559257284028,0.0007881226375963137,0.2110179478678302
FAOXC16BRx,2907.9333333334307,0.00010559825929893851,6.106451391092004e-05,0.357422346746534,7.502034081603507e-05,0.011599093669812178,0.00013513555801056913,0.0007921406818323036,0.2110179478678302
FAOXC16C14m,3291.016666667092,0.001903582795806488,0.0002617110230992508,0.3825551936301122,0.00023715246155681888,0.011653338575186196,0.00013513636074791735,0.0008059663160400633,0.2110179478678302
FAOXC16C14x,2963.616666666811,0.00010870334904829704,0.00015371392385390926,0.36064534997075454,0.00014938958854693524,0.011608827057784406,0.00013513609424985076,0.000796355360369357,0.2110179478678302
FAOXC16C16OHm,3218.783333333689,0.0018838486413284537,0.0002249605237962968,0.3764628065533734,0.0002388893279529049,0.011642901987589329,0.00013513647111945915,0.0008050381863192067,0.2110179478678302
